Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
PatMen,NAOS,1.194,265.41,1.251,174.829,0.77,0.948,0.255,0.235,0.186,468.0,https://www.vlr.gg/player/13744/patmen?timespan=90d,0.972,0.871
jEEE,ZOL Esports,0.966,183.719,0.947,122.4,0.764,0.653,0.358,0.055,0.059,503.0,https://www.vlr.gg/player/21677/jeee?timespan=90d,0.979,0.897
Ketzai,Unicorn Cyber Da Nang,0.808,180.6,0.817,116.951,0.641,0.608,0.243,0.1,0.142,672.0,https://www.vlr.gg/player/49584/ketzai?timespan=90d,0.82,0.82
QuinT,Unicorn Cyber Da Nang,0.98,169.645,0.898,117.429,0.703,0.607,0.397,0.044,0.059,707.0,https://www.vlr.gg/player/49565/quint?timespan=90d,0.82,0.82
X1nh,Unicorn Cyber Da Nang,0.935,215.004,0.946,139.393,0.665,0.75,0.225,0.16,0.157,707.0,https://www.vlr.gg/player/49566/x1nh?timespan=90d,0.82,0.82
prettyMy,Unicorn Cyber Da Nang,0.842,175.714,0.671,116.966,0.659,0.575,0.401,0.0,0.089,35.0,https://www.vlr.gg/player/49567/prettymy?timespan=90d,0.82,0.82
KeA,Unicorn Cyber Da Nang,1.073,200.725,1.049,131.197,0.726,0.719,0.324,0.057,0.045,707.0,https://www.vlr.gg/player/8165/kea?timespan=90d,0.961,0.814
Creamm,Unicorn Cyber Da Nang,0.969,222.076,0.979,145.473,0.653,0.746,0.195,0.123,0.13,707.0,https://www.vlr.gg/player/49564/creamm?timespan=90d,0.82,0.82
Sunshine,TYLOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14453/sunshine?timespan=90d,0.85,0.85
AC,Chosen Clique Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14445/ac?timespan=90d,1.0,1.0
nTK,Team Big BAAM,1.059,200.809,1.089,136.758,0.716,0.713,0.29,0.085,0.078,940.0,https://www.vlr.gg/player/1432/ntk?timespan=90d,0.961,0.794
P1nA,Team Big BAAM,1.09,199.876,1.082,132.009,0.732,0.699,0.436,0.084,0.076,835.0,https://www.vlr.gg/player/1431/p1na?timespan=90d,0.961,0.793
Athan,DRX Prospects,1.049,186.063,0.893,133.062,0.736,0.626,0.446,0.066,0.078,571.0,https://www.vlr.gg/player/34982/athan?timespan=90d,0.943,0.983
free1ng,DRX,1.036,183.636,0.96,125.506,0.735,0.631,0.242,0.069,0.109,474.0,https://www.vlr.gg/player/1916/freeing?timespan=90d,0.998,0.988
aco,ZETA DIVISION GC,0.814,158.147,0.706,103.839,0.687,0.54,0.413,0.049,0.076,283.0,https://www.vlr.gg/player/29316/aco?timespan=90d,0.3,1.0
tdawgg,TSM,1.016,184.058,1.02,120.734,0.751,0.641,0.515,0.075,0.077,678.0,https://www.vlr.gg/player/3007/tdawgg?timespan=90d,0.925,0.93
XXiF,TSM,1.01,173.211,1.054,119.373,0.742,0.629,0.206,0.059,0.048,341.0,https://www.vlr.gg/player/1023/xxif?timespan=90d,0.958,0.936
Sand,The Ultimates,1.093,199.768,1.24,135.262,0.719,0.744,0.182,0.077,0.061,786.0,https://www.vlr.gg/player/6503/sand?timespan=90d,0.958,0.835
rezy,Al-Qadsiah Esports,0.892,170.138,0.842,111.86,0.704,0.608,0.368,0.068,0.088,908.0,https://www.vlr.gg/player/11914/rezy?timespan=90d,0.955,0.814
Psilence,DRAGONS,0.98,243.905,1.01,152.292,0.665,0.816,0.183,0.221,0.209,778.0,https://www.vlr.gg/player/46250/sogeking?timespan=90d,0.955,0.814
Sinaway,Next Gen,1.202,222.219,1.283,148.352,0.744,0.807,0.332,0.107,0.085,555.0,https://www.vlr.gg/player/29821/sinaway?timespan=90d,0.961,0.806
BiggieCheese,Next Gen,1.079,202.76,1.014,134.048,0.757,0.691,0.467,0.084,0.085,555.0,https://www.vlr.gg/player/31255/bige?timespan=90d,0.961,0.806
Rudi,100 Thieves,1.237,231.176,1.289,152.877,0.781,0.803,0.437,0.139,0.133,189.0,https://www.vlr.gg/player/16045/rudi?timespan=90d,0.82,0.82
シガレット,APAY Academy,1.098,218.128,1.121,146.76,0.597,0.725,0.342,0.064,0.06,47.0,https://www.vlr.gg/player/49541/?timespan=90d,0.82,0.82
Yatoo,APAY eSports,0.909,177.019,0.848,118.542,0.705,0.603,0.299,0.046,0.028,227.0,https://www.vlr.gg/player/21826/yatoo?timespan=90d,0.82,0.82
ACHRF,Onyx Ravens,1.047,210.053,1.03,141.916,0.718,0.716,0.328,0.083,0.072,772.0,https://www.vlr.gg/player/12333/achrf?timespan=90d,0.955,0.82
JinNy,Ambitious Legend Gaming GC,0.798,158.394,0.898,85.112,0.554,0.572,0.533,0.045,0.033,132.0,https://www.vlr.gg/player/1909/jinny?timespan=90d,0.3,1.0
Muffyn,Ambitious Legend Gaming GC,0.735,246.986,1.128,117.116,0.599,0.893,0.157,0.176,0.201,139.0,https://www.vlr.gg/player/13232/muffyn?timespan=90d,0.3,1.0
ZiXuan,Rare Atom,0.928,186.525,0.881,128.263,0.741,0.598,0.475,0.097,0.092,251.0,https://www.vlr.gg/player/4763/zixuan?timespan=90d,1.0,1.0
Qlove,Blue Eyes White Dragon,0.876,181.673,0.913,117.426,0.684,0.638,0.144,0.064,0.09,113.0,https://www.vlr.gg/player/48694/finestqueue?timespan=90d,0.82,0.82
Pr1ck,Blue Eyes White Dragon,0.917,189.037,0.902,122.182,0.679,0.656,0.308,0.101,0.146,1021.0,https://www.vlr.gg/player/48695/pricckk?timespan=90d,0.82,0.82
Toki,Team Falcons Vega,1.093,201.522,1.084,133.642,0.737,0.7,0.414,0.087,0.077,639.0,https://www.vlr.gg/player/20055/toki?timespan=90d,0.3,1.0
eva,Team Falcons Vega,0.979,166.384,1.069,109.264,0.697,0.602,0.208,0.026,0.044,112.0,https://www.vlr.gg/player/19371/eva?timespan=90d,0.3,1.0
aplycs,Reckoning Esports,0.988,180.806,0.935,122.726,0.708,0.639,0.346,0.046,0.039,431.0,https://www.vlr.gg/player/44919/aplycs?timespan=90d,0.955,0.825
marin,REVE RISE MAX,1.117,214.406,1.184,148.087,0.723,0.757,0.219,0.091,0.1,288.0,https://www.vlr.gg/player/1027/marin?timespan=90d,0.957,0.84
RIPablo,IGZIST,0.932,170.133,0.91,106.389,0.752,0.604,0.413,0.057,0.063,531.0,https://www.vlr.gg/player/1973/ripablo?timespan=90d,0.97,0.861
rezq,G2 Gozen,0.824,207.498,0.877,132.269,0.641,0.711,0.18,0.181,0.23,281.0,https://www.vlr.gg/player/36175/rezq?timespan=90d,0.4,0.989
Joliinaa,GIANTX GC,1.124,218.37,1.18,143.332,0.752,0.745,0.388,0.066,0.071,269.0,https://www.vlr.gg/player/26632/joliinaa?timespan=90d,0.3,1.0
Miyori,HEROIC Valkyries,0.833,188.517,0.875,127.901,0.701,0.644,0.212,0.125,0.141,269.0,https://www.vlr.gg/player/24101/miyori?timespan=90d,0.3,1.0
Jovi,TALON,1.041,186.64,1.02,124.188,0.717,0.656,0.322,0.064,0.098,240.0,https://www.vlr.gg/player/6570/jovi?timespan=90d,0.82,0.82
romily,KRÜ BLAZE,1.054,195.16,1.159,130.288,0.723,0.716,0.233,0.056,0.047,223.0,https://www.vlr.gg/player/18982/romily?timespan=90d,0.3,1.0
Aeric,Aspyre x Swarm,1.156,218.547,1.223,141.114,0.743,0.761,0.306,0.117,0.092,406.0,https://www.vlr.gg/player/6576/aeric?timespan=90d,0.85,0.85
Akira,Royal Legion,0.653,178.233,0.709,122.7,0.619,0.583,0.247,0.187,0.218,60.0,https://www.vlr.gg/player/42323/akira?timespan=90d,0.82,0.82
Laser,NXT,1.06,216.811,1.147,146.796,0.733,0.786,0.179,0.132,0.101,218.0,https://www.vlr.gg/player/23421/lsr?timespan=90d,0.82,0.82
shinnok,Coalesce,1.333,239.341,1.384,161.498,0.782,0.848,0.342,0.111,0.051,266.0,https://www.vlr.gg/player/33358/shinnok?timespan=90d,0.955,0.85
Supp,FAWZ Purple,0.77,187.809,0.78,130.029,0.661,0.635,0.251,0.128,0.154,124.0,https://www.vlr.gg/player/44356/supp?timespan=90d,0.82,0.82
Ancient,FAWZ Purple,1.159,213.332,1.149,134.645,0.705,0.78,0.361,0.066,0.049,124.0,https://www.vlr.gg/player/47488/ancient?timespan=90d,0.82,0.82
Zone,Fractal Gaming,0.836,163.455,0.768,109.744,0.683,0.587,0.374,0.054,0.107,462.0,https://www.vlr.gg/player/38569/zone?timespan=90d,0.905,0.93
rima,Fractal Gaming,1.004,216.092,1.002,147.437,0.696,0.746,0.239,0.1,0.098,652.0,https://www.vlr.gg/player/34576/rima?timespan=90d,0.603,0.965
Snark,Fractal Gaming,1.095,227.689,1.102,149.751,0.737,0.792,0.191,0.121,0.158,303.0,https://www.vlr.gg/player/37588/snark?timespan=90d,0.3,1.0
winderz,Fractal Gaming,1.062,222.159,1.013,144.837,0.745,0.779,0.405,0.098,0.095,462.0,https://www.vlr.gg/player/40852/winderz?timespan=90d,0.905,0.93
Estrella,Rex Regum Qeon,0.916,175.838,1.005,115.475,0.67,0.605,0.471,0.036,0.045,201.0,https://www.vlr.gg/player/25025/estrella?timespan=90d,1.0,1.0
Monyet,Rex Regum Qeon,1.112,230.965,1.106,140.374,0.725,0.831,0.367,0.145,0.109,189.0,https://www.vlr.gg/player/8497/monyet?timespan=90d,0.994,0.984
xffero,Rex Regum Qeon,0.919,203.376,1.029,132.483,0.676,0.732,0.227,0.078,0.077,202.0,https://www.vlr.gg/player/4871/xffero?timespan=90d,0.997,0.984
Jemkin,Rex Regum Qeon,0.752,221.444,1.299,117.442,0.631,0.819,0.184,0.091,0.154,216.0,https://www.vlr.gg/player/24895/jemkin?timespan=90d,0.988,0.954
Kushy,Rex Regum Qeon,0.959,208.278,1.067,127.898,0.7,0.759,0.23,0.109,0.124,258.0,https://www.vlr.gg/player/4866/kushy?timespan=90d,0.999,0.989
Curvezy,Randoms,0.585,134.343,0.617,88.891,0.539,0.46,0.257,0.0,0.117,35.0,https://www.vlr.gg/player/49878/curvezy?timespan=90d,0.82,0.82
Kakashiii,Randoms,1.029,228.762,1.027,156.176,0.701,0.777,0.276,0.113,0.119,416.0,https://www.vlr.gg/player/33039/kakashiii?timespan=90d,0.955,0.76
Planko,Randoms,0.834,182.788,0.833,119.123,0.647,0.64,0.216,0.061,0.103,416.0,https://www.vlr.gg/player/44958/planko?timespan=90d,0.955,0.76
Mythical,Randoms,0.853,192.671,0.861,126.012,0.65,0.684,0.193,0.11,0.149,416.0,https://www.vlr.gg/player/12965/mythical?timespan=90d,0.955,0.76
Monokuma,Randoms,0.944,201.237,0.965,133.419,0.66,0.692,0.207,0.103,0.124,359.0,https://www.vlr.gg/player/34217/monokuma?timespan=90d,0.955,0.76
Astin,Randoms,0.998,210.344,1.02,132.94,0.723,0.748,0.306,0.059,0.079,365.0,https://www.vlr.gg/player/43143/astin?timespan=90d,0.955,0.76
Nikuu,Randoms,0.919,165.849,0.866,112.722,0.753,0.578,0.44,0.043,0.055,73.0,https://www.vlr.gg/player/34243/nikuu?timespan=90d,0.82,0.82
saadhak,Karmine Corp,0.886,170.279,0.813,123.264,0.648,0.542,0.275,0.149,0.096,80.0,https://www.vlr.gg/player/727/saadhak?timespan=90d,0.999,0.998
Avez,Karmine Corp,0.942,188.891,0.875,122.265,0.787,0.65,0.412,0.091,0.027,80.0,https://www.vlr.gg/player/5654/avez?timespan=90d,0.971,0.872
Elite,Karmine Corp,1.147,231.562,1.396,148.325,0.676,0.847,0.202,0.088,0.099,80.0,https://www.vlr.gg/player/16459/elite?timespan=90d,0.967,0.952
SUYGETSU,Karmine Corp,1.084,185.775,1.134,123.148,0.701,0.673,0.289,0.061,0.064,80.0,https://www.vlr.gg/player/2858/suygetsu?timespan=90d,0.996,0.993
marteen,Karmine Corp,0.926,203.991,0.95,130.736,0.703,0.737,0.222,0.161,0.164,80.0,https://www.vlr.gg/player/10307/marteen?timespan=90d,0.956,0.985
P0PPIN,RANKERS,1.194,213.394,1.316,137.431,0.761,0.765,0.341,0.091,0.085,570.0,https://www.vlr.gg/player/21778/p0ppin?timespan=90d,0.811,0.94
Eggsterr,RANKERS,1.18,223.2,1.34,143.2,0.78,0.82,0.31,0.11,0.1,570.0,https://www.vlr.gg/player/35302/eggsterr?timespan=90d,0.901,0.93
nightz,RANKERS,1.069,227.787,1.143,144.74,0.727,0.816,0.276,0.137,0.119,1882.0,https://www.vlr.gg/player/41798/nightz?timespan=90d,0.902,0.93
Inspire,RANKERS,1.072,185.9,1.204,120.904,0.756,0.657,0.246,0.076,0.063,570.0,https://www.vlr.gg/player/53/inspire?timespan=90d,0.961,0.967
canezera,RANKERS,1.187,272.169,1.29,175.142,0.75,0.945,0.288,0.178,0.136,1917.0,https://www.vlr.gg/player/36560/canezera?timespan=90d,0.911,0.93
Timotino,Berzerkers,1.235,276.976,1.342,174.807,0.72,0.965,0.214,0.218,0.173,1925.0,https://www.vlr.gg/player/29893/timotino?timespan=90d,0.845,0.937
alvinboy,Berzerkers,1.146,239.127,1.222,156.405,0.734,0.86,0.275,0.125,0.089,1604.0,https://www.vlr.gg/player/17770/alvinboy?timespan=90d,0.815,0.943
Matt,Berzerkers,1.02,195.127,1.041,129.571,0.735,0.674,0.341,0.105,0.103,1864.0,https://www.vlr.gg/player/3719/matt?timespan=90d,0.849,0.936
oranges,Teddy Tactics,0.833,152.026,0.794,103.276,0.676,0.537,0.286,0.049,0.093,626.0,https://www.vlr.gg/player/37920/oranges?timespan=90d,0.334,0.996
venus,Teddy Tactics,0.896,199.774,0.906,133.618,0.678,0.701,0.146,0.128,0.165,325.0,https://www.vlr.gg/player/28546/venus?timespan=90d,0.3,1.0
aria,Teddy Tactics,0.846,181.065,0.827,119.423,0.646,0.655,0.229,0.13,0.13,93.0,https://www.vlr.gg/player/43380/aria?timespan=90d,0.336,0.996
Raven,Teddy Tactics,1.118,229.412,1.207,147.92,0.723,0.835,0.197,0.074,0.057,511.0,https://www.vlr.gg/player/38728/raven?timespan=90d,0.3,1.0
calsushi,Teddy Tactics,0.911,183.703,0.84,125.444,0.683,0.631,0.322,0.053,0.079,418.0,https://www.vlr.gg/player/28530/calsushi?timespan=90d,0.332,0.996
YoWamu,REVE RISE MAX,0.951,230.083,1.009,150.694,0.713,0.764,0.218,0.232,0.254,360.0,https://www.vlr.gg/player/34785/yowamu?timespan=90d,0.955,0.84
Ask,Murash Gaming,1.056,210.454,1.062,137.662,0.75,0.707,0.295,0.078,0.058,360.0,https://www.vlr.gg/player/23971/ask?timespan=90d,0.958,0.852
kurozooted,REVE RISE MAX,0.964,169.139,0.944,112.46,0.738,0.631,0.381,0.028,0.062,360.0,https://www.vlr.gg/player/10658/kurozooted?timespan=90d,0.97,0.893
ScoPe,REVE RISE MAX,0.994,191.266,1.055,128.222,0.692,0.705,0.172,0.095,0.073,360.0,https://www.vlr.gg/player/47469/scope?timespan=90d,0.955,0.84
Ady,REVE RISE MAX,1.125,207.788,1.124,135.794,0.774,0.748,0.423,0.075,0.041,360.0,https://www.vlr.gg/player/47467/ady?timespan=90d,0.955,0.84
madv,Team Falcons Vega,1.333,251.874,1.474,161.118,0.793,0.921,0.312,0.113,0.067,488.0,https://www.vlr.gg/player/29903/madv?timespan=90d,0.3,1.0
Mary,Team Falcons Vega,1.133,245.963,1.271,156.139,0.712,0.864,0.217,0.176,0.145,488.0,https://www.vlr.gg/player/17333/mary?timespan=90d,0.3,1.0
XiaoFeng,ROA Esport,1.445,326.674,1.585,203.837,0.744,1.153,0.136,0.284,0.128,110.0,https://www.vlr.gg/player/44128/xiaofeng?timespan=90d,0.955,0.73
QueYa,ROA Esport,0.911,173.378,1.025,121.662,0.719,0.599,0.397,0.036,0.067,110.0,https://www.vlr.gg/player/34178/queya?timespan=90d,0.955,0.73
Zhannn,ROA Esport,1.093,181.018,1.233,129.734,0.709,0.617,0.508,0.047,0.063,110.0,https://www.vlr.gg/player/42979/zhannn?timespan=90d,0.955,0.73
Lock1ng,ROA Esport,1.109,221.582,1.321,142.074,0.662,0.78,0.132,0.145,0.109,91.0,https://www.vlr.gg/player/42998/lock1ng?timespan=90d,0.82,0.82
yZkA1,ROA Esport,0.911,194.491,0.973,126.937,0.689,0.709,0.356,0.076,0.081,110.0,https://www.vlr.gg/player/34184/yzka1?timespan=90d,0.955,0.73
Yzz,ROA Esport,1.25,183.0,1.88,139.1,0.84,0.79,0.11,0.11,0.0,19.0,https://www.vlr.gg/player/50027/yzz?timespan=90d,0.82,0.82
Hakanss,Team Poupi,0.9,190.5,0.96,116.5,0.69,0.71,0.17,0.06,0.06,35.0,https://www.vlr.gg/player/50048/hakanss?timespan=90d,0.82,0.82
zui,Made in Bandung Widyatama x Binus,1.123,233.259,1.276,149.705,0.767,0.835,0.397,0.119,0.108,269.0,https://www.vlr.gg/player/37080/zui?timespan=90d,0.82,0.82
OnigiRi,La Familia,0.822,194.284,0.851,128.203,0.665,0.657,0.237,0.123,0.175,443.0,https://www.vlr.gg/player/4867/onigiri?timespan=90d,0.98,0.929
poupi,Team Poupi,0.59,93.5,0.4,67.6,0.66,0.29,0.43,0.03,0.06,35.0,https://www.vlr.gg/player/36806/poupi?timespan=90d,0.82,0.82
Freakz,BIGG Siren,1.514,316.429,1.505,205.034,0.826,1.055,0.375,0.119,0.087,35.0,https://www.vlr.gg/player/10802/freakz?timespan=90d,0.955,0.825
terror,Endear Esports,1.149,228.02,1.23,147.944,0.736,0.795,0.279,0.093,0.08,650.0,https://www.vlr.gg/player/45801/terror?timespan=90d,0.3,1.0
panday,oomfies,0.969,189.666,0.986,118.99,0.675,0.658,0.207,0.118,0.129,189.0,https://www.vlr.gg/player/26032/panday?timespan=90d,0.33,1.0
SUPERKAT,oomfies,0.928,195.692,0.935,129.809,0.674,0.666,0.167,0.152,0.18,189.0,https://www.vlr.gg/player/28549/superkat?timespan=90d,0.336,0.995
karie,oomfies,1.336,275.617,1.513,175.45,0.784,1.003,0.259,0.103,0.061,601.0,https://www.vlr.gg/player/17951/karie?timespan=90d,0.3,1.0
movi,Made in Bandung Widyatama x Binus,0.979,182.571,1.032,115.028,0.751,0.668,0.405,0.096,0.112,289.0,https://www.vlr.gg/player/48751/movi?timespan=90d,0.82,0.82
LORDPEN,Team Elzira,0.74,165.0,0.65,106.3,0.62,0.52,0.43,0.0,0.14,21.0,https://www.vlr.gg/player/50042/lordpen?timespan=90d,0.82,0.82
ahongboy,SANDORAYAKI,0.923,212.842,0.984,130.553,0.716,0.775,0.177,0.144,0.194,57.0,https://www.vlr.gg/player/48772/ahongboy?timespan=90d,0.82,0.82
elzira,Chérie,0.52,107.0,0.47,68.9,0.67,0.43,0.19,0.05,0.05,21.0,https://www.vlr.gg/player/45032/elzira?timespan=90d,0.82,0.82
binzo,Made in Bandung Widyatama x Binus,1.158,197.778,1.316,132.281,0.779,0.772,0.238,0.103,0.067,289.0,https://www.vlr.gg/player/23711/binzo?timespan=90d,0.82,0.82
Chadi,Ramboot Club,1.02,215.5,1.1,138.9,0.67,0.73,0.22,0.24,0.09,45.0,https://www.vlr.gg/player/6925/chadi?timespan=90d,0.966,0.95
Faska,Ramboot Club,0.634,138.32,0.667,100.607,0.661,0.493,0.183,0.029,0.095,91.0,https://www.vlr.gg/player/24359/faska?timespan=90d,0.955,0.84
kyrrz,Ramboot Club,0.889,169.165,0.817,108.578,0.734,0.572,0.428,0.035,0.067,91.0,https://www.vlr.gg/player/2835/kyrrz?timespan=90d,0.961,0.86
Rexs,Ramboot Club,1.155,233.968,1.088,153.613,0.756,0.814,0.295,0.145,0.101,91.0,https://www.vlr.gg/player/4851/rexs?timespan=90d,0.964,0.856
harambe,Ramboot Club,1.279,246.414,1.325,163.325,0.755,0.876,0.246,0.12,0.058,198.0,https://www.vlr.gg/player/24428/harambe?timespan=90d,0.968,0.907
puggy,Formulation Gaming,1.11,206.6,1.2,135.1,0.73,0.75,0.32,0.12,0.03,122.0,https://www.vlr.gg/player/8440/puggy?timespan=90d,0.959,0.909
999kvmil,Formulation Gaming,0.99,174.4,0.95,115.0,0.75,0.6,0.33,0.05,0.04,122.0,https://www.vlr.gg/player/6101/999kvmil?timespan=90d,0.955,0.87
MaximN,Formulation Gaming,1.09,209.6,1.14,143.6,0.71,0.75,0.25,0.07,0.08,122.0,https://www.vlr.gg/player/15491/maximn?timespan=90d,0.96,0.906
dgzin,LOUD,1.019,241.483,1.148,147.208,0.694,0.846,0.156,0.233,0.227,177.0,https://www.vlr.gg/player/8873/dgzin?timespan=90d,0.983,0.961
v1nny,LOUD,0.834,150.319,0.761,101.443,0.677,0.527,0.451,0.009,0.103,136.0,https://www.vlr.gg/player/1586/v1nny?timespan=90d,0.961,0.916
pANcada,LOUD,1.047,192.294,1.042,124.522,0.688,0.705,0.293,0.075,0.098,136.0,https://www.vlr.gg/player/683/pancada?timespan=90d,0.993,0.989
tuyz,LOUD,0.869,159.349,0.854,104.443,0.641,0.559,0.199,0.037,0.037,136.0,https://www.vlr.gg/player/2408/tuyz?timespan=90d,0.998,0.998
cauanzin,LOUD,1.023,212.844,1.003,139.128,0.707,0.726,0.281,0.115,0.09,136.0,https://www.vlr.gg/player/6193/cauanzin?timespan=90d,0.999,0.997
Sleepy Femboy,Wadadaa,0.918,207.769,0.886,132.007,0.719,0.702,0.422,0.071,0.076,697.0,https://www.vlr.gg/player/38583/sleepy-femboy?timespan=90d,0.887,0.93
raijin,Endear Esports,0.92,186.661,0.9,123.958,0.654,0.672,0.196,0.091,0.123,977.0,https://www.vlr.gg/player/46280/raijin?timespan=90d,0.905,0.93
shawz,Wadadaa,1.067,239.066,1.113,155.713,0.726,0.826,0.22,0.196,0.17,1794.0,https://www.vlr.gg/player/44344/shawz?timespan=90d,0.893,0.93
PowerPixele,Wadadaa,1.109,208.62,1.089,136.819,0.776,0.709,0.526,0.079,0.057,500.0,https://www.vlr.gg/player/24237/powerpixele?timespan=90d,0.3,1.0
Australis,Wadadaa,1.022,199.292,1.06,132.402,0.713,0.689,0.338,0.059,0.06,661.0,https://www.vlr.gg/player/15039/australis?timespan=90d,0.3,1.0
Raydar,FINIX ALPHA,0.87,181.203,0.83,121.281,0.704,0.602,0.437,0.067,0.112,128.0,https://www.vlr.gg/player/43463/raydar?timespan=90d,0.82,0.82
kira,Not Your Business Female,1.11,164.0,1.07,101.7,0.73,0.68,0.14,0.0,0.0,22.0,https://www.vlr.gg/player/44976/kira?timespan=90d,0.82,0.82
Chard,FINIX ALPHA,0.881,178.941,0.849,110.742,0.663,0.593,0.343,0.038,0.047,128.0,https://www.vlr.gg/player/34071/chard?timespan=90d,0.82,0.82
bajan,Team Kira,0.47,130.0,0.3,95.8,0.5,0.27,0.27,0.09,0.14,22.0,https://www.vlr.gg/player/50040/bajan?timespan=90d,0.82,0.82
