Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
Bard0lf,PULSE,0.959,167.7,0.874,113.848,0.731,0.623,0.321,0.035,0.02,85.0,https://www.vlr.gg/player/12673/bard0lf?timespan=90d,0.952,0.932
E13,Chivas Esports,0.853,167.174,0.802,116.558,0.716,0.568,0.367,0.058,0.063,210.0,https://www.vlr.gg/player/48551/e13?timespan=90d,0.85,0.85
TWEEZY,wombat123,0.754,130.144,0.666,85.555,0.665,0.473,0.288,0.044,0.057,142.0,https://www.vlr.gg/player/50287/tweezy?timespan=90d,0.85,0.85
Dheny,wombat123,0.982,207.675,0.92,131.29,0.738,0.69,0.338,0.033,0.08,142.0,https://www.vlr.gg/player/46517/dheny?timespan=90d,0.85,0.85
narky poo,wombat123,1.138,229.906,1.1,149.762,0.741,0.831,0.165,0.139,0.166,142.0,https://www.vlr.gg/player/50288/narky-poo?timespan=90d,0.85,0.85
DaGG3r,Lost Puppies,1.115,197.225,1.18,135.715,0.756,0.703,0.355,0.062,0.072,264.0,https://www.vlr.gg/player/29553/dagg3r?timespan=90d,0.85,0.85
Unfair,FOKUS,0.93,182.0,0.97,123.6,0.62,0.67,0.12,0.12,0.14,42.0,https://www.vlr.gg/player/23237/unfair?timespan=90d,0.955,0.874
Kuba,FOKUS,1.066,204.905,1.111,139.114,0.716,0.74,0.334,0.071,0.071,42.0,https://www.vlr.gg/player/2052/kuba?timespan=90d,0.965,0.908
Bon,Aspyre x Swarm,1.13,207.184,1.15,136.86,0.744,0.759,0.357,0.055,0.041,737.0,https://www.vlr.gg/player/24587/bon?timespan=90d,0.85,0.85
Patrui,S2G Esports,0.96,176.2,1.0,122.0,0.71,0.64,0.14,0.08,0.06,96.0,https://www.vlr.gg/player/11531/patrui?timespan=90d,0.952,0.925
restro,Purpose Gaming,1.042,228.185,1.108,145.257,0.682,0.807,0.136,0.138,0.124,138.0,https://www.vlr.gg/player/33693/restro?timespan=90d,0.85,0.85
AcZy,Exsto Gaming,1.158,243.075,1.31,156.342,0.753,0.925,0.208,0.189,0.075,53.0,https://www.vlr.gg/player/44723/aczy?timespan=90d,0.955,0.76
apu,Retiraos,1.018,240.406,1.12,160.654,0.702,0.819,0.248,0.153,0.14,101.0,https://www.vlr.gg/player/50450/apu?timespan=90d,0.85,0.85
Shion7,Dragon Ranger Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/41774/shion7?timespan=90d,1.0,1.0
Kazera,RIOS REXON,0.415,119.758,0.376,83.124,0.572,0.365,0.305,0.123,0.213,33.0,https://www.vlr.gg/player/7518/kazera?timespan=90d,0.85,0.85
chewieyy,SKIPIDI,0.977,200.919,1.041,132.822,0.707,0.698,0.231,0.124,0.105,136.0,https://www.vlr.gg/player/48263/chewieyy?timespan=90d,0.85,0.85
vinizin,Agropesca Jacare,0.841,196.095,0.875,138.2,0.679,0.688,0.169,0.129,0.137,126.0,https://www.vlr.gg/player/25629/vinizin?timespan=90d,0.943,0.9
MARCTYLINHO,DVM Esport,1.16,185.0,1.16,120.0,0.72,0.67,0.39,0.05,0.04,98.0,https://www.vlr.gg/player/3579/marctylinho?timespan=90d,0.965,0.918
YuRelly,esports team αD,0.733,153.456,0.695,97.019,0.662,0.526,0.282,0.055,0.105,158.0,https://www.vlr.gg/player/12930/yurelly?timespan=90d,0.97,0.893
bao,Trust In Plug,1.062,207.755,1.108,134.161,0.735,0.743,0.315,0.078,0.075,1133.0,https://www.vlr.gg/player/41877/bao?timespan=90d,0.905,0.936
sHOW,BITEKI,0.927,183.78,0.87,123.051,0.635,0.634,0.221,0.027,0.048,41.0,https://www.vlr.gg/player/36714/show?timespan=90d,0.955,0.76
KUNDIKUNDI,MOUZ,0.842,175.765,0.834,105.041,0.683,0.572,0.377,0.058,0.137,66.0,https://www.vlr.gg/player/1363/kundikundi?timespan=90d,0.966,0.889
Slandy,mesos millionaires,1.093,227.815,1.087,147.13,0.763,0.731,0.373,0.06,0.1,81.0,https://www.vlr.gg/player/14722/slandy?timespan=90d,0.329,1.0
iNaz,DRAGONS,0.865,149.951,1.004,100.551,0.59,0.575,0.179,0.067,0.084,61.0,https://www.vlr.gg/player/44546/inaz?timespan=90d,0.85,0.85
NemuiZzZz,Dreams To Legends,0.829,156.488,0.754,102.919,0.602,0.558,0.345,0.095,0.12,43.0,https://www.vlr.gg/player/48961/nemuizzzz?timespan=90d,0.85,0.85
Flowy,Al-Qadsiah Esports,0.984,193.438,0.933,127.618,0.724,0.648,0.505,0.064,0.072,213.0,https://www.vlr.gg/player/36069/flowy?timespan=90d,0.85,0.85
Forcee,OXEN,0.99,153.583,0.983,103.822,0.788,0.543,0.48,0.036,0.026,108.0,https://www.vlr.gg/player/15547/forcee?timespan=90d,0.85,0.85
Cangshu,Dragon Ranger Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/46527/cangshu?timespan=90d,0.85,0.85
Spitfires,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4881/spitfires?timespan=90d,0.85,0.85
X3B,All Gamers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/37019/x3b?timespan=90d,0.85,0.85
bao,M80,1.081,210.477,1.13,134.877,0.75,0.758,0.364,0.07,0.067,854.0,https://www.vlr.gg/player/34400/bao?timespan=90d,0.85,0.85
Okeanos,M80,1.34,294.7,1.57,190.9,0.79,0.98,0.27,0.21,0.16,56.0,https://www.vlr.gg/player/8373/okeanos?timespan=90d,0.85,0.85
Elisa,Siko Esports GC,1.13,221.675,1.269,139.932,0.685,0.839,0.346,0.091,0.118,211.0,https://www.vlr.gg/player/30139/elisa?timespan=90d,0.85,0.85
Samsi,Siko Esports GC,1.019,192.488,1.122,131.845,0.739,0.694,0.191,0.071,0.064,291.0,https://www.vlr.gg/player/9434/samsi?timespan=90d,0.85,0.85
sofia,Siko Esports GC,1.084,208.13,1.12,138.447,0.677,0.741,0.206,0.11,0.122,350.0,https://www.vlr.gg/player/40181/sofia?timespan=90d,0.85,0.85
Kira,Siko Esports GC,1.103,235.422,1.141,153.515,0.702,0.8,0.181,0.153,0.138,310.0,https://www.vlr.gg/player/16080/kira?timespan=90d,0.85,0.85
angelka,Siko Esports GC,1.085,187.362,1.103,121.923,0.779,0.66,0.556,0.065,0.056,211.0,https://www.vlr.gg/player/19353/angelka?timespan=90d,0.85,0.85
Garpa,Hakikimori,0.896,187.811,0.828,119.744,0.735,0.639,0.345,0.044,0.015,122.0,https://www.vlr.gg/player/44841/garpa?timespan=90d,0.85,0.85
Demi,Hakikimori,1.024,255.388,1.008,160.887,0.682,0.844,0.232,0.196,0.178,619.0,https://www.vlr.gg/player/46241/demi?timespan=90d,0.85,0.85
kaiser,Hakikimori,0.53,144.0,0.48,97.7,0.47,0.43,0.3,0.0,0.2,30.0,https://www.vlr.gg/player/47392/kaiser?timespan=90d,0.85,0.85
ghost,Hakikimori,0.902,180.639,0.859,121.521,0.658,0.648,0.228,0.078,0.105,122.0,https://www.vlr.gg/player/24232/ghost?timespan=90d,0.85,0.85
TonkeyyKong,Hakikimori,0.775,171.743,0.707,113.644,0.584,0.575,0.252,0.054,0.112,232.0,https://www.vlr.gg/player/26225/tonkeyykong?timespan=90d,0.85,0.85
Cobra,Wygers,1.041,192.588,0.986,131.625,0.687,0.698,0.268,0.03,0.078,141.0,https://www.vlr.gg/player/23082/cobra?timespan=90d,0.85,0.85
Xpiryy,Wygers,0.742,175.142,0.759,116.826,0.648,0.625,0.139,0.143,0.129,141.0,https://www.vlr.gg/player/48952/xpiryy?timespan=90d,0.85,0.85
t1tan,Wygers,0.88,197.776,0.914,123.904,0.686,0.698,0.166,0.162,0.101,103.0,https://www.vlr.gg/player/48953/t1tan?timespan=90d,0.85,0.85
Dubstep,Wygers,0.631,157.011,0.599,104.516,0.617,0.504,0.348,0.056,0.091,141.0,https://www.vlr.gg/player/48955/dubstep?timespan=90d,0.85,0.85
BujaXD,Wygers,1.06,218.6,1.03,137.8,0.66,0.77,0.39,0.11,0.11,103.0,https://www.vlr.gg/player/48956/bujaxd?timespan=90d,0.85,0.85
jduh,Al-Qadsiah Esports GC,1.51,274.4,1.85,170.5,0.83,1.03,0.41,0.14,0.07,120.0,https://www.vlr.gg/player/17332/jduh?timespan=90d,0.85,0.85
schnellÆ,Al-Qadsiah Esports GC,1.24,254.7,1.63,162.4,0.75,0.95,0.11,0.23,0.17,120.0,https://www.vlr.gg/player/19383/schnell?timespan=90d,0.85,0.85
Felipa,Al-Qadsiah Esports GC,1.067,160.104,1.33,103.045,0.822,0.553,0.548,0.044,0.079,120.0,https://www.vlr.gg/player/17339/felipa?timespan=90d,0.85,0.85
Anva,Al-Qadsiah Esports GC,1.051,236.172,1.24,152.623,0.695,0.84,0.189,0.176,0.155,408.0,https://www.vlr.gg/player/24100/anva?timespan=90d,0.85,0.85
Cloudy,Gen.G Global Academy,0.946,197.537,0.903,128.167,0.696,0.681,0.277,0.068,0.107,193.0,https://www.vlr.gg/player/9192/cloudy?timespan=90d,0.85,0.85
Ash,Gen.G Global Academy,0.867,166.71,0.853,124.657,0.734,0.599,0.256,0.071,0.092,89.0,https://www.vlr.gg/player/25017/ash?timespan=90d,0.85,0.85
xanti,Formulation GC,0.907,158.882,0.865,106.491,0.668,0.575,0.334,0.051,0.071,474.0,https://www.vlr.gg/player/38116/xanti?timespan=90d,0.85,0.85
Addi,Formulation GC,1.112,232.581,1.19,148.775,0.698,0.842,0.256,0.165,0.149,450.0,https://www.vlr.gg/player/38025/addi?timespan=90d,0.85,0.85
Scarlett,Formulation GC,0.982,184.537,1.003,121.37,0.703,0.653,0.235,0.112,0.094,218.0,https://www.vlr.gg/player/26693/scarlett?timespan=90d,0.85,0.85
noze,Formulation GC,1.131,217.061,1.218,142.626,0.72,0.785,0.274,0.096,0.077,474.0,https://www.vlr.gg/player/30240/noze?timespan=90d,0.85,0.85
Mali,Formulation GC,0.994,195.898,1.019,131.461,0.692,0.691,0.305,0.131,0.119,474.0,https://www.vlr.gg/player/43884/mali?timespan=90d,0.85,0.85
selin,Formulation GC,1.393,185.071,1.693,112.632,0.963,0.68,0.929,0.0,0.075,28.0,https://www.vlr.gg/player/30138/selin?timespan=90d,0.85,0.85
LgenD,Fractious Esports,1.025,225.763,1.115,148.677,0.642,0.803,0.156,0.191,0.215,188.0,https://www.vlr.gg/player/45909/lgend?timespan=90d,0.85,0.85
Mind,eQuizers,1.053,198.824,1.12,130.443,0.66,0.741,0.176,0.064,0.079,188.0,https://www.vlr.gg/player/25106/mind?timespan=90d,0.85,0.85
Mark,Fractious Esports,0.871,168.457,0.789,117.437,0.711,0.572,0.3,0.049,0.077,188.0,https://www.vlr.gg/player/18207/mark?timespan=90d,0.85,0.85
bloom,Fractious Esports,0.998,204.995,1.009,133.809,0.674,0.724,0.339,0.079,0.114,188.0,https://www.vlr.gg/player/36638/bloom?timespan=90d,0.85,0.85
CORONEL,Los Bandidos,0.972,176.917,0.861,113.206,0.73,0.6,0.41,0.085,0.045,188.0,https://www.vlr.gg/player/27820/coronel?timespan=90d,0.85,0.85
Palla,Stellae Gaming,1.242,298.788,1.435,186.395,0.76,1.059,0.169,0.273,0.135,66.0,https://www.vlr.gg/player/15681/palla?timespan=90d,0.85,0.85
APEX,Oxygen Gaming,0.879,182.209,0.883,122.375,0.712,0.625,0.423,0.078,0.084,414.0,https://www.vlr.gg/player/2853/apex?timespan=90d,0.85,0.85
varuxx,SZK Esports,1.051,194.311,1.074,129.335,0.739,0.681,0.311,0.098,0.068,406.0,https://www.vlr.gg/player/32300/varuxx?timespan=90d,0.85,0.85
OneSnipeKO,Life's a Game,1.069,194.169,1.032,127.887,0.742,0.696,0.347,0.071,0.067,1539.0,https://www.vlr.gg/player/6537/onesnipeko?timespan=90d,0.85,0.85
PapaSmurf,Life's a Game,0.97,219.483,0.943,145.762,0.696,0.741,0.299,0.125,0.113,1949.0,https://www.vlr.gg/player/14787/papasmurf?timespan=90d,0.85,0.85
Sueiy,Life's a Game,1.039,213.385,1.018,141.687,0.722,0.74,0.298,0.094,0.093,1207.0,https://www.vlr.gg/player/34431/sueiy?timespan=90d,0.85,0.85
Mueda,Life's a Game,0.856,162.85,0.827,110.554,0.642,0.582,0.192,0.054,0.079,1478.0,https://www.vlr.gg/player/10950/mueda?timespan=90d,0.85,0.85
Bad,Life's a Game,1.079,239.067,1.093,159.079,0.716,0.847,0.205,0.136,0.131,1478.0,https://www.vlr.gg/player/19785/bad?timespan=90d,0.85,0.85
Dobsha,FUSION,0.796,194.739,0.82,135.009,0.699,0.678,0.132,0.152,0.156,46.0,https://www.vlr.gg/player/2497/dobsha?timespan=90d,0.85,0.85
MiniNiwde,FUSION,1.221,243.263,1.197,154.521,0.815,0.865,0.405,0.06,0.036,134.0,https://www.vlr.gg/player/8790/mininiwde?timespan=90d,0.85,0.85
Jrmzie,FUSION,0.995,200.783,1.07,133.674,0.739,0.718,0.135,0.132,0.109,46.0,https://www.vlr.gg/player/36405/jrmzie?timespan=90d,0.85,0.85
GangPin,T1 Academy,1.1,166.0,1.0,101.6,0.76,0.65,0.65,0.18,0.06,17.0,https://www.vlr.gg/player/4664/gangpin?timespan=90d,0.85,0.85
leeni,FOKUS Sakura,1.107,214.182,1.185,139.232,0.734,0.767,0.309,0.145,0.115,670.0,https://www.vlr.gg/player/40177/leeni?timespan=90d,0.85,0.85
KXoma,FOKUS Sakura,1.025,180.681,1.002,119.047,0.748,0.631,0.406,0.046,0.047,670.0,https://www.vlr.gg/player/20112/kxoma?timespan=90d,0.85,0.85
star,FOKUS Sakura,1.137,234.492,1.263,152.953,0.711,0.84,0.205,0.171,0.136,670.0,https://www.vlr.gg/player/40524/star?timespan=90d,0.85,0.85
Karina,FOKUS Sakura,1.156,218.648,1.253,146.563,0.721,0.79,0.211,0.108,0.075,670.0,https://www.vlr.gg/player/20730/karina?timespan=90d,0.85,0.85
mimi,FOKUS Sakura,1.072,217.648,1.157,134.405,0.751,0.777,0.304,0.089,0.074,562.0,https://www.vlr.gg/player/24177/mimi?timespan=90d,0.85,0.85
Jade,ALTERNATE aTTaX Ruby,1.245,234.886,1.249,151.668,0.783,0.822,0.461,0.11,0.095,465.0,https://www.vlr.gg/player/41207/jade?timespan=90d,0.85,0.85
ginger,ALTERNATE aTTaX Ruby,1.022,213.464,1.092,137.228,0.707,0.753,0.201,0.115,0.06,509.0,https://www.vlr.gg/player/19373/ginger?timespan=90d,0.85,0.85
ellie,ALTERNATE aTTaX Ruby,1.144,239.801,1.253,153.671,0.743,0.853,0.23,0.172,0.144,633.0,https://www.vlr.gg/player/37969/ellie?timespan=90d,0.85,0.85
Blossi,ALTERNATE aTTaX Ruby,1.048,182.301,1.042,121.427,0.753,0.632,0.445,0.066,0.08,509.0,https://www.vlr.gg/player/17318/blossi?timespan=90d,0.85,0.85
Harmonee,ALTERNATE aTTaX Ruby,0.93,174.411,0.963,118.605,0.708,0.617,0.312,0.07,0.076,633.0,https://www.vlr.gg/player/30042/harmonee?timespan=90d,0.85,0.85
fsau,Cumberland Phoenix,0.84,173.69,0.879,115.999,0.697,0.614,0.178,0.103,0.186,341.0,https://www.vlr.gg/player/32352/fsau?timespan=90d,0.85,0.85
lucks,banana split,1.13,222.0,1.07,140.3,0.7,0.8,0.1,0.1,0.1,20.0,https://www.vlr.gg/player/23832/lucks?timespan=90d,0.85,0.85
C1ndeR,SLT Seongnam,0.915,165.399,0.844,105.182,0.728,0.57,0.406,0.035,0.08,294.0,https://www.vlr.gg/player/2149/c1nder?timespan=90d,0.85,0.85
Klaus,SLT Seongnam,1.117,214.048,1.124,145.171,0.703,0.795,0.224,0.079,0.093,294.0,https://www.vlr.gg/player/4426/klaus?timespan=90d,0.85,0.85
XuNa,SLT Seongnam,0.901,172.565,0.877,122.02,0.658,0.616,0.25,0.048,0.066,294.0,https://www.vlr.gg/player/42733/xuna?timespan=90d,0.85,0.85
oonzmlp,SLT Seongnam,1.017,201.072,0.984,127.231,0.701,0.7,0.342,0.104,0.102,294.0,https://www.vlr.gg/player/34926/oonzmlp?timespan=90d,0.85,0.85
Zexy,SLT Seongnam,0.974,232.992,0.963,149.796,0.67,0.791,0.253,0.193,0.199,294.0,https://www.vlr.gg/player/37532/zexy?timespan=90d,0.85,0.85
HANLING,Nottingham Miedo,1.025,174.635,1.003,117.906,0.782,0.636,0.482,0.047,0.054,576.0,https://www.vlr.gg/player/2586/hanling?timespan=90d,0.85,0.85
bnj,Nottingham Miedo,1.091,186.765,1.09,119.792,0.752,0.668,0.459,0.082,0.073,576.0,https://www.vlr.gg/player/1291/bnj?timespan=90d,0.85,0.85
jotinha,Nottingham Miedo,1.15,204.867,1.255,140.27,0.746,0.759,0.326,0.064,0.082,576.0,https://www.vlr.gg/player/15916/jotinha?timespan=90d,0.85,0.85
mizu,Nottingham Miedo,0.983,195.226,1.062,129.79,0.719,0.72,0.194,0.116,0.083,576.0,https://www.vlr.gg/player/2403/mizu?timespan=90d,0.85,0.85
neto,Nottingham Miedo,1.224,271.897,1.416,170.628,0.734,0.997,0.165,0.233,0.147,576.0,https://www.vlr.gg/player/2818/neto?timespan=90d,0.85,0.85
Zephyr,AURA,1.134,220.132,1.123,143.353,0.718,0.788,0.277,0.051,0.079,163.0,https://www.vlr.gg/player/50800/zephyr?timespan=90d,0.85,0.85
Aston,AURA,0.971,197.239,0.904,122.754,0.767,0.669,0.495,0.076,0.082,163.0,https://www.vlr.gg/player/47588/aston?timespan=90d,0.85,0.85
AmyMars,AURA,0.848,206.022,0.831,131.259,0.684,0.706,0.26,0.17,0.185,250.0,https://www.vlr.gg/player/49349/amymars?timespan=90d,0.85,0.85
sasufly,AURA,0.927,190.483,0.903,126.074,0.637,0.672,0.179,0.118,0.157,250.0,https://www.vlr.gg/player/49350/sasufly?timespan=90d,0.85,0.85
colex,AURA,0.886,163.529,0.747,102.512,0.7,0.545,0.492,0.049,0.049,250.0,https://www.vlr.gg/player/49352/colex?timespan=90d,0.85,0.85
lexa,Twisted Minds Orchid,1.03,192.765,1.117,133.765,0.726,0.703,0.204,0.066,0.071,390.0,https://www.vlr.gg/player/19366/lexa?timespan=90d,0.85,0.85
moshieroo,Twisted Minds Orchid,1.175,219.426,1.319,144.694,0.758,0.784,0.424,0.069,0.063,399.0,https://www.vlr.gg/player/29793/moshieroo?timespan=90d,0.85,0.85
mediKa,Twisted Minds Orchid,1.005,188.475,1.102,120.923,0.794,0.641,0.474,0.09,0.07,142.0,https://www.vlr.gg/player/9623/medika?timespan=90d,0.85,0.85
tokameite,Twisted Minds Orchid,1.114,191.433,1.243,130.379,0.772,0.69,0.364,0.051,0.065,537.0,https://www.vlr.gg/player/24058/tokameite?timespan=90d,0.85,0.85
Leen,Twisted Minds Orchid,1.24,264.03,1.415,170.327,0.72,0.923,0.162,0.246,0.183,278.0,https://www.vlr.gg/player/39027/leen?timespan=90d,0.85,0.85
kz,Fractious Esports,0.978,223.489,0.997,139.194,0.704,0.776,0.165,0.204,0.186,189.0,https://www.vlr.gg/player/46233/kz?timespan=90d,0.85,0.85
pepecho,Dimonis eSports,0.88,175.894,0.811,119.111,0.667,0.602,0.356,0.075,0.084,132.0,https://www.vlr.gg/player/33833/pepecho?timespan=90d,0.85,0.85
Zeni,Dimonis eSports,0.99,219.155,1.052,139.856,0.739,0.757,0.381,0.077,0.108,158.0,https://www.vlr.gg/player/48950/zeni?timespan=90d,0.85,0.85
pandejalea,CINTANEGRA Esports,1.012,220.14,0.975,141.63,0.719,0.739,0.281,0.161,0.133,479.0,https://www.vlr.gg/player/35559/pandejalea?timespan=90d,0.85,0.85
yuno,CINTANEGRA Esports,1.061,210.604,1.079,137.039,0.754,0.745,0.347,0.093,0.072,277.0,https://www.vlr.gg/player/38912/yuno?timespan=90d,0.85,0.85
wetysao,CINTANEGRA Esports,1.366,284.834,1.468,184.912,0.813,1.041,0.225,0.185,0.128,277.0,https://www.vlr.gg/player/38881/wetysao?timespan=90d,0.85,0.85
Charlslol,CINTANEGRA Esports,0.986,192.673,0.917,128.356,0.741,0.683,0.386,0.055,0.052,479.0,https://www.vlr.gg/player/8781/charlslol?timespan=90d,0.85,0.85
Dexuz,CINTANEGRA Esports,0.887,176.032,0.855,116.233,0.746,0.612,0.354,0.047,0.065,355.0,https://www.vlr.gg/player/17676/dexuz?timespan=90d,0.85,0.85
mimier,BLVKHVND,1.068,203.56,1.122,135.724,0.803,0.7,0.371,0.095,0.073,126.0,https://www.vlr.gg/player/46311/mimier?timespan=90d,0.85,0.85
berryx,BLVKHVND,1.334,292.154,1.449,181.203,0.713,1.015,0.147,0.228,0.132,314.0,https://www.vlr.gg/player/47911/berryx?timespan=90d,0.85,0.85
h6tedthemost,BLVKHVND,0.997,170.023,1.028,113.611,0.757,0.61,0.387,0.065,0.043,414.0,https://www.vlr.gg/player/17326/h6tedthemost?timespan=90d,0.85,0.85
Wens,BLVKHVND,1.251,246.706,1.396,162.619,0.754,0.892,0.175,0.143,0.089,414.0,https://www.vlr.gg/player/29442/wens?timespan=90d,0.85,0.85
Lateu,BLVKHVND,1.049,175.196,1.156,114.133,0.755,0.637,0.495,0.049,0.05,414.0,https://www.vlr.gg/player/17408/lateu?timespan=90d,0.85,0.85
h1perZ,Fenda Dos Streamers,1.29,222.0,1.38,146.7,0.78,0.78,0.17,0.13,0.04,23.0,https://www.vlr.gg/player/25834/h1perz?timespan=90d,0.85,0.85
chqse,Cumberland Prophecy,1.109,237.232,1.174,157.803,0.724,0.822,0.281,0.15,0.12,1575.0,https://www.vlr.gg/player/16684/chqse?timespan=90d,0.85,0.85
atlas,Cumberland Prophecy,1.09,223.986,1.106,145.106,0.736,0.797,0.378,0.084,0.085,1100.0,https://www.vlr.gg/player/32654/atlas?timespan=90d,0.85,0.85
Kyoto,Cumberland Destiny,0.924,181.903,0.893,119.34,0.703,0.639,0.313,0.077,0.094,1025.0,https://www.vlr.gg/player/25892/kyoto?timespan=90d,0.85,0.85
Kace,Cumberland Destiny,0.902,211.338,0.912,138.262,0.681,0.719,0.259,0.16,0.215,836.0,https://www.vlr.gg/player/38434/kace?timespan=90d,0.85,0.85
Jerado,Cumberland Destiny,1.14,231.762,1.19,150.61,0.76,0.843,0.34,0.098,0.06,1080.0,https://www.vlr.gg/player/27370/jerado?timespan=90d,0.85,0.85
JohN,Cumberland Destiny,0.907,172.913,0.893,117.916,0.716,0.611,0.28,0.056,0.078,750.0,https://www.vlr.gg/player/29060/john?timespan=90d,0.85,0.85
c00km4n,Zoom,0.865,191.532,0.837,129.24,0.595,0.652,0.216,0.084,0.149,94.0,https://www.vlr.gg/player/50801/c00km4n?timespan=90d,0.85,0.85
