Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
yatsuka,RIDDLE ORDER,1.052,193.533,1.116,129.444,0.725,0.697,0.249,0.08,0.072,1429.0,https://www.vlr.gg/player/29843/yatsuka?timespan=all,0.978,0.916
keisu,BLUE BEES.ESP,0.916,214.998,0.953,137.589,0.634,0.739,0.17,0.155,0.243,288.0,https://www.vlr.gg/player/49681/keisu?timespan=all,0.955,0.84
Lafura,BLUE BEES.ESP,1.028,214.229,1.073,144.906,0.696,0.761,0.223,0.1,0.1,800.0,https://www.vlr.gg/player/32823/lafura?timespan=all,0.955,0.84
Zan,BLUE BEES.ESP,0.93,213.815,0.955,136.273,0.66,0.737,0.239,0.164,0.175,1744.0,https://www.vlr.gg/player/17091/zan?timespan=all,0.955,0.84
e9Lair,BLUE BEES.ESP,0.979,179.742,0.997,120.963,0.707,0.617,0.338,0.056,0.076,1097.0,https://www.vlr.gg/player/34705/e9lair?timespan=all,0.955,0.84
kenmohororo,BLUE BEES.ESP,1.031,191.206,0.982,120.956,0.737,0.66,0.395,0.058,0.069,1778.0,https://www.vlr.gg/player/2508/kenmohororo?timespan=all,0.966,0.88
GANGAZI,CNEsports,1.043,213.584,1.029,141.193,0.715,0.743,0.248,0.111,0.1,1046.0,https://www.vlr.gg/player/4650/gangazi?timespan=all,,
OneStep,CNEsports,0.756,158.709,0.761,107.611,0.603,0.538,0.164,0.041,0.123,180.0,https://www.vlr.gg/player/4465/onestep?timespan=all,,
kobra,CNEsports,1.04,226.011,1.108,143.482,0.679,0.791,0.161,0.16,0.136,4096.0,https://www.vlr.gg/player/4563/kobra?timespan=all,0.955,0.84
JooHyung,CNEsports,0.993,217.515,0.967,139.961,0.694,0.744,0.368,0.12,0.166,877.0,https://www.vlr.gg/player/10654/joohyung?timespan=all,1.0,1.0
BENECIA,CNEsports,1.033,197.856,1.039,126.643,0.725,0.688,0.387,0.069,0.072,3821.0,https://www.vlr.gg/player/4475/benecia?timespan=all,0.966,0.899
Melser,KRÜ Esports,1.029,190.485,1.068,122.434,0.74,0.674,0.32,0.084,0.072,6526.0,https://www.vlr.gg/player/1311/melser?timespan=all,1.0,0.998
keznit,KRÜ Esports,1.13,259.308,1.229,166.097,0.716,0.889,0.238,0.188,0.143,6291.0,https://www.vlr.gg/player/2462/keznit?timespan=all,1.0,0.998
Mazino,KRÜ Esports,1.059,215.418,1.095,137.457,0.741,0.754,0.369,0.092,0.089,7158.0,https://www.vlr.gg/player/7603/mazino?timespan=all,1.0,0.998
adverso,KRÜ Esports,1.065,208.303,1.09,134.244,0.737,0.714,0.342,0.093,0.093,7769.0,https://www.vlr.gg/player/3826/adverso?timespan=all,0.991,0.926
mta,KRÜ Esports,0.942,200.331,0.943,131.34,0.68,0.712,0.213,0.143,0.148,1615.0,https://www.vlr.gg/player/36169/mta?timespan=all,1.0,1.0
Shyy,KRÜ Esports,1.024,193.515,1.039,130.138,0.715,0.686,0.27,0.076,0.073,3566.0,https://www.vlr.gg/player/24007/shyy?timespan=all,1.0,0.998
Ketzai,Unicorn Cyber Esports,0.808,180.6,0.817,116.951,0.641,0.608,0.243,0.1,0.142,672.0,https://www.vlr.gg/player/49584/ketzai?timespan=all,,
QuinT,Unicorn Cyber Esports,0.98,169.645,0.898,117.429,0.703,0.607,0.397,0.044,0.059,707.0,https://www.vlr.gg/player/49565/quint?timespan=all,,
X1nh,Unicorn Cyber Esports,0.935,215.004,0.946,139.393,0.665,0.75,0.225,0.16,0.157,707.0,https://www.vlr.gg/player/49566/x1nh?timespan=all,,
prettyMy,Unicorn Cyber Esports,0.842,175.714,0.671,116.966,0.659,0.575,0.401,0.0,0.089,35.0,https://www.vlr.gg/player/49567/prettymy?timespan=all,,
KeA,Unicorn Cyber Esports,1.078,228.409,1.133,145.46,0.699,0.806,0.205,0.13,0.115,5110.0,https://www.vlr.gg/player/8165/kea?timespan=all,0.955,0.825
Creamm,Unicorn Cyber Esports,0.969,222.076,0.979,145.473,0.653,0.746,0.195,0.123,0.13,707.0,https://www.vlr.gg/player/49564/creamm?timespan=all,,
Sunshine,TYLOO,0.78,165.91,0.752,106.183,0.643,0.568,0.267,0.086,0.112,1173.0,https://www.vlr.gg/player/14453/sunshine?timespan=all,0.0,0.0
Curvezy,Randoms,0.585,134.343,0.617,88.891,0.539,0.46,0.257,0.0,0.117,35.0,https://www.vlr.gg/player/49878/curvezy?timespan=all,,
Kakashiii,Randoms,0.868,192.059,0.842,128.721,0.696,0.644,0.312,0.084,0.118,1663.0,https://www.vlr.gg/player/33039/kakashiii?timespan=all,0.955,0.76
Planko,Randoms,0.835,181.064,0.831,118.082,0.647,0.636,0.209,0.06,0.105,439.0,https://www.vlr.gg/player/44958/planko?timespan=all,0.955,0.76
Mythical,Randoms,0.904,210.047,0.913,135.973,0.655,0.723,0.199,0.125,0.156,1864.0,https://www.vlr.gg/player/12965/mythical?timespan=all,0.955,0.76
Monokuma,Randoms,1.164,246.291,1.2,157.606,0.698,0.86,0.183,0.141,0.115,1347.0,https://www.vlr.gg/player/34217/monokuma?timespan=all,0.955,0.76
Astin,Randoms,0.915,177.116,0.894,115.637,0.711,0.636,0.31,0.049,0.057,1387.0,https://www.vlr.gg/player/43143/astin?timespan=all,0.955,0.76
Nikuu,Randoms,0.773,147.407,0.733,97.355,0.698,0.515,0.29,0.063,0.065,321.0,https://www.vlr.gg/player/34243/nikuu?timespan=all,,
AC,Titan Esports Club,1.014,197.744,1.039,126.974,0.704,0.708,0.259,0.081,0.084,5180.0,https://www.vlr.gg/player/14445/ac?timespan=all,1.0,1.0
Haodong,Titan Esports Club,0.974,178.803,0.959,114.905,0.744,0.634,0.328,0.069,0.073,8501.0,https://www.vlr.gg/player/4720/haodong?timespan=all,1.0,1.0
Abo,Titan Esports Club,1.038,206.328,1.035,136.635,0.722,0.73,0.211,0.132,0.133,2597.0,https://www.vlr.gg/player/5011/abo?timespan=all,1.0,1.0
kawaii,Titan Esports Club,1.076,205.598,1.062,142.718,0.73,0.722,0.286,0.094,0.077,2659.0,https://www.vlr.gg/player/4778/kawaii?timespan=all,1.0,1.0
Rb,Titan Esports Club,1.052,219.643,1.168,136.249,0.728,0.77,0.211,0.152,0.125,8294.0,https://www.vlr.gg/player/488/rb?timespan=all,1.0,1.0
B1ack,Titan Esports Club,0.723,168.164,0.756,100.842,0.642,0.562,0.296,0.063,0.1,610.0,https://www.vlr.gg/player/30526/b1ack?timespan=all,1.0,1.0
P0PPIN,RANKERS,1.041,217.355,1.101,139.507,0.719,0.764,0.267,0.131,0.139,1952.0,https://www.vlr.gg/player/21778/p0ppin?timespan=all,0.837,0.94
Eggsterr,RANKERS,1.116,219.458,1.208,139.037,0.766,0.783,0.337,0.119,0.109,891.0,https://www.vlr.gg/player/35302/eggsterr?timespan=all,0.921,0.93
nightz,RANKERS,1.085,242.002,1.144,154.974,0.716,0.855,0.244,0.175,0.154,5495.0,https://www.vlr.gg/player/41798/nightz?timespan=all,0.927,0.93
Inspire,RANKERS,1.018,192.694,1.036,125.045,0.722,0.669,0.234,0.081,0.096,3136.0,https://www.vlr.gg/player/53/inspire?timespan=all,0.963,0.962
canezera,RANKERS,1.105,258.283,1.168,166.231,0.721,0.892,0.246,0.186,0.155,6344.0,https://www.vlr.gg/player/36560/canezera?timespan=all,0.921,0.93
o0o0o,Nova Esports,1.004,182.416,0.833,129.64,0.728,0.623,0.37,0.112,0.103,2454.0,https://www.vlr.gg/player/4402/o0o0o?timespan=all,0.997,0.986
OBONE,Nova Esports,1.03,186.046,0.938,124.289,0.739,0.656,0.353,0.061,0.06,1578.0,https://www.vlr.gg/player/36670/obone?timespan=all,0.995,0.973
SWERL,Nova Esports,1.124,236.182,1.138,155.233,0.727,0.814,0.242,0.143,0.13,8804.0,https://www.vlr.gg/player/1209/swerl?timespan=all,1.0,1.0
CB,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/39697/cb?timespan=all,1.0,1.0
Ezeir,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/46460/ezeir?timespan=all,1.0,1.0
GuanG,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/41054/guang?timespan=all,1.0,1.0
Healing,DRX Changers,0.978,209.006,0.957,130.738,0.716,0.694,0.391,0.125,0.119,1878.0,https://www.vlr.gg/player/29299/healing?timespan=all,0.3,1.0
lucky,DRX Changers,1.023,197.643,1.006,128.589,0.747,0.691,0.428,0.06,0.093,948.0,https://www.vlr.gg/player/39906/lucky?timespan=all,0.3,1.0
Dia,DRX Changers,1.007,224.36,1.05,143.848,0.699,0.77,0.222,0.191,0.174,1112.0,https://www.vlr.gg/player/29331/dia?timespan=all,0.3,1.0
YOME,DRX Changers,1.126,216.635,1.15,141.313,0.74,0.757,0.353,0.1,0.072,1060.0,https://www.vlr.gg/player/29269/yome?timespan=all,0.3,1.0
Ache,DRX Changers,1.039,220.415,1.093,145.861,0.696,0.783,0.194,0.199,0.155,677.0,https://www.vlr.gg/player/43037/ache?timespan=all,0.3,1.0
YuRiHaNa,DRX Changers,0.597,161.703,0.546,108.959,0.542,0.487,0.298,0.083,0.107,37.0,https://www.vlr.gg/player/29289/yurihana?timespan=all,,
juri,DRX Changers,0.94,178.468,0.942,115.52,0.729,0.624,0.35,0.058,0.07,705.0,https://www.vlr.gg/player/29333/juri?timespan=all,0.3,1.0
raafa,FURIA,0.952,183.914,0.964,118.278,0.716,0.639,0.345,0.085,0.105,4174.0,https://www.vlr.gg/player/25743/raafa?timespan=all,1.0,0.933
heat,FURIA,1.141,238.624,1.253,150.296,0.714,0.867,0.171,0.152,0.122,6150.0,https://www.vlr.gg/player/8673/heat?timespan=all,1.0,1.0
mwzera,FURIA,1.144,260.511,1.267,163.075,0.729,0.9,0.248,0.157,0.111,6900.0,https://www.vlr.gg/player/939/mwzera?timespan=all,1.0,1.0
havoc,FURIA,1.043,224.345,1.09,145.051,0.696,0.778,0.256,0.159,0.148,4823.0,https://www.vlr.gg/player/8706/havoc?timespan=all,1.0,1.0
Khalil,FURIA,1.0,188.317,1.042,122.753,0.723,0.668,0.27,0.063,0.06,6428.0,https://www.vlr.gg/player/1711/khalil?timespan=all,1.0,1.0
Blue,Chaos Alliance,0.868,183.367,0.966,112.579,0.642,0.654,0.242,0.079,0.116,456.0,https://www.vlr.gg/player/26996/blue?timespan=all,0.3,1.0
ckuma,Chaos Alliance,0.533,124.68,0.476,86.372,0.58,0.407,0.219,0.077,0.078,64.0,https://www.vlr.gg/player/42541/ckuma?timespan=all,0.955,0.825
Uta,Chaos Alliance,1.02,207.43,1.043,135.755,0.707,0.726,0.237,0.124,0.116,4950.0,https://www.vlr.gg/player/7851/uta?timespan=all,0.993,0.97
CHAK,Chaos Alliance,0.822,180.22,0.792,116.869,0.648,0.651,0.217,0.089,0.114,204.0,https://www.vlr.gg/player/47977/chak?timespan=all,0.955,0.802
YoWamu,BABO,0.986,218.333,0.994,142.508,0.7,0.734,0.27,0.163,0.146,2060.0,https://www.vlr.gg/player/34785/yowamu?timespan=all,0.955,0.84
Ask,BABO,1.057,200.019,1.056,130.975,0.733,0.69,0.308,0.082,0.081,1986.0,https://www.vlr.gg/player/23971/ask?timespan=all,0.962,0.867
Ady,REVE RISE MAX,1.184,212.584,1.17,139.318,0.763,0.752,0.44,0.08,0.042,473.0,https://www.vlr.gg/player/47467/ady?timespan=all,0.955,0.84
kurozooted,BABO,0.986,203.125,1.029,130.248,0.715,0.709,0.308,0.084,0.09,2739.0,https://www.vlr.gg/player/10658/kurozooted?timespan=all,0.978,0.92
Dan,BABO,0.915,198.606,0.937,130.604,0.679,0.682,0.174,0.133,0.143,538.0,https://www.vlr.gg/player/27562/dan?timespan=all,,
ScoPe,REVE RISE MAX,0.99,194.722,1.051,130.479,0.679,0.706,0.212,0.089,0.089,473.0,https://www.vlr.gg/player/47469/scope?timespan=all,0.955,0.84
shoushi,BABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/690/shoushi?timespan=all,,
NT2k,Team Big BAAM,1.043,233.547,1.086,150.571,0.711,0.802,0.242,0.169,0.139,5841.0,https://www.vlr.gg/player/14227/nt2k?timespan=all,,
LilHieu,Team Big BAAM,1.007,225.235,1.017,147.583,0.678,0.779,0.218,0.139,0.144,2281.0,https://www.vlr.gg/player/21840/lilhieu?timespan=all,,
nTK,Team Big BAAM,1.074,214.739,1.134,138.841,0.721,0.756,0.247,0.127,0.103,6055.0,https://www.vlr.gg/player/1432/ntk?timespan=all,,
P1nA,Team Big BAAM,1.031,191.5,1.02,125.407,0.743,0.69,0.392,0.074,0.068,5681.0,https://www.vlr.gg/player/1431/p1na?timespan=all,,
KimHung2k5,Team Big BAAM,1.094,217.345,1.125,145.826,0.662,0.762,0.227,0.071,0.077,412.0,https://www.vlr.gg/player/49818/kimhung2k5?timespan=all,,
gobera,2Game Esports,1.159,249.085,1.234,161.402,0.712,0.862,0.192,0.185,0.152,6657.0,https://www.vlr.gg/player/14950/gobera?timespan=all,1.0,0.978
Zap,2Game Esports,1.032,207.282,1.063,135.688,0.718,0.721,0.252,0.105,0.091,7428.0,https://www.vlr.gg/player/3169/zap?timespan=all,0.955,0.93
pryze,2Game Esports,1.034,195.783,1.048,129.35,0.736,0.688,0.283,0.074,0.073,7130.0,https://www.vlr.gg/player/662/pryze?timespan=all,0.989,0.983
lz,2Game Esports,0.999,186.77,1.002,121.258,0.707,0.667,0.32,0.068,0.081,5557.0,https://www.vlr.gg/player/6195/lz?timespan=all,0.989,0.983
spike,2Game Esports,1.096,227.883,1.106,147.093,0.746,0.777,0.35,0.125,0.123,2400.0,https://www.vlr.gg/player/21661/spike?timespan=all,0.989,0.983
silentzz,2Game Esports,1.112,245.368,1.185,157.465,0.725,0.862,0.186,0.174,0.125,6822.0,https://www.vlr.gg/player/11921/silentzz?timespan=all,0.989,0.983
faithz0r,2Game Esports,0.29,76.0,0.3,53.0,0.41,0.27,0.09,0.0,0.09,22.0,https://www.vlr.gg/player/14482/faithz0r?timespan=all,0.0,0.0
Kr1stal,Global Esports,1.139,225.566,1.194,143.085,0.735,0.784,0.271,0.121,0.099,4776.0,https://www.vlr.gg/player/5796/kr1stal?timespan=all,0.874,0.906
kellyS,Global Esports,1.132,248.537,1.155,160.08,0.753,0.847,0.308,0.155,0.137,5305.0,https://www.vlr.gg/player/7437/kellys?timespan=all,0.894,0.829
Papi,Global Esports,1.161,208.808,1.212,136.548,0.776,0.742,0.326,0.07,0.055,7722.0,https://www.vlr.gg/player/13219/papi?timespan=all,0.904,0.833
SPARTA,Exsto Gaming,0.867,166.202,0.84,123.255,0.707,0.566,0.278,0.082,0.111,62.0,https://www.vlr.gg/player/49677/sparta?timespan=all,,
AcZy,Exsto Gaming,1.093,236.253,1.144,150.166,0.686,0.837,0.223,0.132,0.123,946.0,https://www.vlr.gg/player/44723/aczy?timespan=all,0.955,0.76
sommboiii,Exsto Gaming,0.985,192.194,0.935,128.75,0.703,0.67,0.271,0.081,0.101,1795.0,https://www.vlr.gg/player/5209/sommboiii?timespan=all,0.955,0.76
Spartabang,Exsto Gaming,0.972,188.602,0.907,124.87,0.733,0.646,0.469,0.062,0.06,1919.0,https://www.vlr.gg/player/37185/spartabang?timespan=all,0.955,0.76
Rossi,Exsto Gaming,1.052,232.19,1.098,149.077,0.71,0.798,0.225,0.173,0.155,1586.0,https://www.vlr.gg/player/31640/rossi?timespan=all,0.955,0.76
Kyun,Exsto Gaming,0.944,183.861,0.893,125.023,0.704,0.628,0.332,0.061,0.076,1355.0,https://www.vlr.gg/player/17990/kyun?timespan=all,0.955,0.76
MrFaliN,FUT Esports,1.073,205.972,1.052,135.933,0.744,0.7,0.389,0.076,0.077,7899.0,https://www.vlr.gg/player/8044/mrfalin?timespan=all,0.982,1.0
xeus,FUT Esports,1.203,266.582,1.29,174.299,0.728,0.935,0.196,0.206,0.163,4014.0,https://www.vlr.gg/player/12793/xeus?timespan=all,1.0,1.0
yetujey,FUT Esports,1.088,202.802,1.167,134.575,0.729,0.732,0.202,0.092,0.078,5383.0,https://www.vlr.gg/player/8369/yetujey?timespan=all,0.981,1.0
AtaKaptan,FUT Esports,1.096,208.204,1.069,134.236,0.734,0.73,0.399,0.083,0.091,7435.0,https://www.vlr.gg/player/6510/atakaptan?timespan=all,0.984,1.0
cNed,FUT Esports,1.18,253.004,1.302,157.118,0.731,0.899,0.172,0.181,0.13,10159.0,https://www.vlr.gg/player/573/cned?timespan=all,0.982,1.0
qRaxs,FUT Esports,1.021,200.164,1.048,130.081,0.73,0.722,0.32,0.074,0.071,8609.0,https://www.vlr.gg/player/1139/qraxs?timespan=all,0.982,1.0
Gais,FUT Esports,0.789,158.0,0.873,101.243,0.671,0.614,0.229,0.014,0.086,70.0,https://www.vlr.gg/player/8845/gais?timespan=all,0.0,0.0
