Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
KeA,Unicorn Cyber Da Nang,1.078,228.409,1.133,145.46,0.699,0.806,0.205,0.13,0.115,5110.0,https://www.vlr.gg/player/8165/kea?timespan=all,0.961,0.814
Creamm,Unicorn Cyber Da Nang,0.969,222.076,0.979,145.473,0.653,0.746,0.195,0.123,0.13,707.0,https://www.vlr.gg/player/49564/creamm?timespan=all,,
Sunshine,TYLOO,0.78,165.91,0.752,106.183,0.643,0.568,0.267,0.086,0.112,1173.0,https://www.vlr.gg/player/14453/sunshine?timespan=all,0.0,0.0
AC,Chosen Clique Gaming,1.014,197.744,1.039,126.974,0.704,0.708,0.259,0.081,0.084,5180.0,https://www.vlr.gg/player/14445/ac?timespan=all,1.0,1.0
YuRiHaNa,DRX Changers,0.597,161.703,0.546,108.959,0.542,0.487,0.298,0.083,0.107,37.0,https://www.vlr.gg/player/29289/yurihana?timespan=all,,
Gais,FUT Esports,0.789,158.0,0.873,101.243,0.671,0.614,0.229,0.014,0.086,70.0,https://www.vlr.gg/player/8845/gais?timespan=all,0.0,0.0
LohaN,Team Liquid,1.032,222.526,1.14,136.938,0.703,0.784,0.179,0.155,0.112,1675.0,https://www.vlr.gg/player/2881/lohan?timespan=all,0.0,0.0
McJuankar,Gentle Mates,0.579,142.861,0.556,100.753,0.601,0.448,0.25,0.093,0.152,101.0,https://www.vlr.gg/player/2600/mcjuankar?timespan=all,0.97,0.893
Athan,DRX Prospects,1.033,203.847,0.985,137.056,0.73,0.688,0.346,0.1,0.1,1015.0,https://www.vlr.gg/player/34982/athan?timespan=all,0.943,0.983
free1ng,DRX,1.124,215.095,1.159,141.196,0.717,0.759,0.211,0.106,0.085,2542.0,https://www.vlr.gg/player/1916/freeing?timespan=all,0.0,0.0
aco,ZETA DIVISION GC,0.937,181.932,0.908,116.031,0.73,0.631,0.417,0.074,0.084,2050.0,https://www.vlr.gg/player/29316/aco?timespan=all,0.3,1.0
vapen,Moist x Shopify,0.716,149.465,0.662,102.072,0.647,0.48,0.374,0.03,0.076,185.0,https://www.vlr.gg/player/8754/vapen?timespan=all,0.0,0.0
tdawgg,TSM,0.944,181.16,0.912,117.508,0.729,0.62,0.384,0.075,0.087,10576.0,https://www.vlr.gg/player/3007/tdawgg?timespan=all,0.927,0.93
XXiF,TSM,1.162,224.898,1.253,146.602,0.746,0.791,0.248,0.118,0.081,12505.0,https://www.vlr.gg/player/1023/xxif?timespan=all,0.96,0.936
Sand,The Ultimates,1.109,212.656,1.198,140.924,0.731,0.766,0.21,0.09,0.078,9885.0,https://www.vlr.gg/player/6503/sand?timespan=all,0.958,0.831
rezy,Al-Qadsiah Esports,0.927,176.491,0.884,116.988,0.711,0.619,0.34,0.063,0.077,8717.0,https://www.vlr.gg/player/11914/rezy?timespan=all,0.955,0.814
Psilence,DRAGONS,0.925,215.744,0.943,140.549,0.668,0.737,0.195,0.178,0.179,1979.0,https://www.vlr.gg/player/46250/sogeking?timespan=all,0.0,0.0
stkJ,LOUD,0.708,147.44,0.714,94.88,0.588,0.54,0.128,0.06,0.142,80.0,https://www.vlr.gg/player/5709/stkj?timespan=all,0.0,0.0
Gorilla,KOI,0.683,136.946,0.599,90.951,0.61,0.448,0.315,0.029,0.078,652.0,https://www.vlr.gg/player/8815/gorilla?timespan=all,0.0,0.0
temoc,KOI,0.886,163.554,0.848,108.862,0.69,0.558,0.297,0.057,0.07,1547.0,https://www.vlr.gg/player/3738/temoc?timespan=all,,
BiggieCheese,Next Gen,1.042,207.412,1.039,135.693,0.735,0.714,0.374,0.098,0.093,4217.0,https://www.vlr.gg/player/31255/bige?timespan=all,0.0,0.0
Rudi,100 Thieves,1.007,201.266,0.99,132.78,0.715,0.699,0.32,0.102,0.111,4148.0,https://www.vlr.gg/player/16045/rudi?timespan=all,,
potter,Evil Geniuses,0.819,155.453,0.819,102.189,0.687,0.538,0.288,0.05,0.07,2438.0,https://www.vlr.gg/player/3104/potter?timespan=all,0.0,0.0
シガレット,APAY Academy,1.098,218.128,1.121,146.76,0.597,0.725,0.342,0.064,0.06,47.0,https://www.vlr.gg/player/49541/?timespan=all,,
Yatoo,APAY eSports,0.895,180.428,0.83,120.647,0.679,0.604,0.286,0.053,0.041,258.0,https://www.vlr.gg/player/21826/yatoo?timespan=all,,
marqnue,BBL Esports,0.672,167.947,0.805,109.699,0.625,0.574,0.207,0.063,0.093,1231.0,https://www.vlr.gg/player/1400/marqnue?timespan=all,0.0,0.0
ACHRF,Onyx Ravens,1.09,212.446,1.061,142.024,0.743,0.724,0.376,0.084,0.08,7258.0,https://www.vlr.gg/player/12333/achrf?timespan=all,0.955,0.82
JinNy,Ambitious Legend Gaming GC,1.102,179.805,1.012,116.453,0.768,0.641,0.366,0.051,0.053,8017.0,https://www.vlr.gg/player/1909/jinny?timespan=all,0.3,1.0
Muffyn,Ambitious Legend Gaming GC,1.16,253.512,1.255,158.663,0.738,0.869,0.227,0.202,0.15,5467.0,https://www.vlr.gg/player/13232/muffyn?timespan=all,0.3,1.0
JoshRT,G2 Esports,0.946,194.266,0.918,122.101,0.748,0.669,0.313,0.081,0.084,2351.0,https://www.vlr.gg/player/52/joshrt?timespan=all,0.0,0.0
Qlove,Blue Eyes White Dragon,0.876,181.673,0.913,117.426,0.684,0.638,0.144,0.064,0.09,113.0,https://www.vlr.gg/player/48694/finestqueue?timespan=all,0.0,0.0
Pr1ck,Blue Eyes White Dragon,0.917,189.037,0.902,122.182,0.679,0.656,0.308,0.101,0.146,1021.0,https://www.vlr.gg/player/48695/pricckk?timespan=all,0.0,0.0
Toki,Team Falcons Vega,1.167,247.185,1.218,160.001,0.73,0.843,0.249,0.189,0.145,5948.0,https://www.vlr.gg/player/20055/toki?timespan=all,0.3,1.0
eva,Team Falcons Vega,1.209,214.373,1.326,140.615,0.782,0.793,0.284,0.061,0.048,5579.0,https://www.vlr.gg/player/19371/eva?timespan=all,0.3,1.0
Sandra,Team Falcons Vega,1.016,219.315,1.059,142.127,0.705,0.754,0.229,0.151,0.121,4239.0,https://www.vlr.gg/player/29900/sandra?timespan=all,0.3,1.0
kaplan,Sentinels,1.131,166.865,0.878,110.622,0.845,0.57,0.301,0.067,0.047,1068.0,https://www.vlr.gg/player/757/kaplan?timespan=all,0.0,0.0
bonkar,NRG Esports,0.902,159.455,0.861,104.859,0.731,0.547,0.369,0.053,0.06,6494.0,https://www.vlr.gg/player/7/bonkar?timespan=all,0.0,0.0
aplycs,Reckoning Esports,0.972,183.144,0.926,124.308,0.721,0.645,0.324,0.062,0.054,1143.0,https://www.vlr.gg/player/44919/aplycs?timespan=all,0.955,0.825
marin,NOEZ FOXX,1.107,221.247,1.12,139.478,0.723,0.765,0.256,0.13,0.13,4660.0,https://www.vlr.gg/player/1027/marin?timespan=all,0.957,0.84
RIPablo,IGZIST,0.963,176.571,0.951,112.746,0.735,0.632,0.346,0.064,0.068,4710.0,https://www.vlr.gg/player/1973/ripablo?timespan=all,0.97,0.861
rezq,G2 Gozen,1.035,229.226,1.106,147.662,0.709,0.8,0.221,0.175,0.166,2797.0,https://www.vlr.gg/player/36175/rezq?timespan=all,0.4,0.989
Joliinaa,GIANTX GC,1.233,235.964,1.28,151.645,0.776,0.828,0.408,0.092,0.061,4710.0,https://www.vlr.gg/player/26632/joliinaa?timespan=all,0.3,1.0
Miyori,HEROIC Valkyries,1.065,233.048,1.118,151.462,0.709,0.811,0.194,0.161,0.149,4733.0,https://www.vlr.gg/player/24101/miyori?timespan=all,0.3,1.0
Jovi,TALON,1.022,195.751,1.031,129.123,0.711,0.681,0.316,0.067,0.09,459.0,https://www.vlr.gg/player/6570/jovi?timespan=all,,
romily,KRÜ BLAZE,1.188,230.55,1.369,150.024,0.766,0.826,0.233,0.123,0.087,4196.0,https://www.vlr.gg/player/18982/romily?timespan=all,0.3,1.0
Biscoit1n,MIBR GC,0.973,213.695,0.994,130.539,0.66,0.74,0.208,0.163,0.159,3061.0,https://www.vlr.gg/player/3387/biscoit1n?timespan=all,0.0,0.0
Aeric,Aspyre x Swarm,1.098,207.484,1.051,139.542,0.738,0.707,0.34,0.084,0.075,7891.0,https://www.vlr.gg/player/6576/aeric?timespan=all,0.0,0.0
Haby,CSU,0.808,176.634,0.68,111.417,0.71,0.584,0.39,0.071,0.122,41.0,https://www.vlr.gg/player/49993/haby?timespan=all,0.0,0.0
Noelowo,CSU,0.949,181.805,0.86,113.024,0.659,0.634,0.34,0.027,0.027,41.0,https://www.vlr.gg/player/49994/noelowo?timespan=all,0.0,0.0
沒心情,CSU,0.936,240.0,0.843,158.373,0.732,0.755,0.515,0.075,0.146,41.0,https://www.vlr.gg/player/49995/?timespan=all,0.0,0.0
Bulang,CSU,0.83,159.3,0.76,120.1,0.64,0.58,0.12,0.04,0.14,78.0,https://www.vlr.gg/player/42988/bulang?timespan=all,0.0,0.0
rzk,CSU,0.92,213.8,0.88,140.8,0.67,0.72,0.17,0.14,0.13,78.0,https://www.vlr.gg/player/42989/rzk?timespan=all,0.0,0.0
XiaoFeng,ROA Esport,0.931,219.797,0.941,144.309,0.651,0.742,0.2,0.156,0.185,974.0,https://www.vlr.gg/player/44128/xiaofeng?timespan=all,0.0,0.0
QueYa,ROA Esport,0.882,178.302,0.842,120.19,0.694,0.607,0.343,0.066,0.095,1535.0,https://www.vlr.gg/player/34178/queya?timespan=all,0.0,0.0
Zhannn,ROA Esport,1.111,200.367,1.083,134.42,0.716,0.718,0.362,0.066,0.05,1025.0,https://www.vlr.gg/player/42979/zhannn?timespan=all,0.0,0.0
Lock1ng,ROA Esport,0.994,199.62,0.989,131.491,0.669,0.713,0.25,0.093,0.083,575.0,https://www.vlr.gg/player/42998/lock1ng?timespan=all,0.0,0.0
yZkA1,ROA Esport,0.885,183.564,0.847,119.896,0.672,0.651,0.319,0.073,0.102,1362.0,https://www.vlr.gg/player/34184/yzka1?timespan=all,0.0,0.0
Yzz,ROA Esport,1.25,183.0,1.88,139.1,0.84,0.79,0.11,0.11,0.0,19.0,https://www.vlr.gg/player/50027/yzz?timespan=all,0.0,0.0
Haodong,Titan Esports Club,0.974,178.803,0.959,114.905,0.744,0.634,0.328,0.069,0.073,8501.0,https://www.vlr.gg/player/4720/haodong?timespan=all,0.999,0.997
Dynamite,Titan Esports Club,0.935,194.692,0.967,120.692,0.612,0.695,0.157,0.146,0.146,173.0,https://www.vlr.gg/player/42235/dynamite?timespan=all,0.0,0.0
B1ack,Titan Esports Club,0.723,168.164,0.756,100.842,0.642,0.562,0.296,0.063,0.1,610.0,https://www.vlr.gg/player/30526/b1ack?timespan=all,1.0,1.0
Abo,Titan Esports Club,1.038,206.328,1.035,136.635,0.722,0.73,0.211,0.132,0.133,2597.0,https://www.vlr.gg/player/5011/abo?timespan=all,1.0,1.0
Rb,Titan Esports Club,1.052,219.643,1.168,136.249,0.728,0.77,0.211,0.152,0.125,8294.0,https://www.vlr.gg/player/488/rb?timespan=all,1.0,1.0
kawaii,Titan Esports Club,1.076,205.598,1.062,142.718,0.73,0.722,0.286,0.094,0.077,2659.0,https://www.vlr.gg/player/4778/kawaii?timespan=all,1.0,1.0
MrFaliN,FUT Esports,1.073,205.972,1.052,135.933,0.744,0.7,0.389,0.076,0.077,7899.0,https://www.vlr.gg/player/8044/mrfalin?timespan=all,0.989,0.996
xeus,FUT Esports,1.203,266.582,1.29,174.299,0.728,0.935,0.196,0.206,0.163,4014.0,https://www.vlr.gg/player/12793/xeus?timespan=all,0.985,0.958
yetujey,FUT Esports,1.088,202.802,1.167,134.575,0.729,0.732,0.202,0.092,0.078,5383.0,https://www.vlr.gg/player/8369/yetujey?timespan=all,0.98,0.988
AtaKaptan,FUT Esports,1.096,208.204,1.069,134.236,0.734,0.73,0.399,0.083,0.091,7435.0,https://www.vlr.gg/player/6510/atakaptan?timespan=all,0.989,0.994
qRaxs,FUT Esports,1.021,200.164,1.048,130.081,0.73,0.722,0.32,0.074,0.071,8609.0,https://www.vlr.gg/player/1139/qraxs?timespan=all,0.988,0.994
cNed,FUT Esports,1.18,253.004,1.302,157.118,0.731,0.899,0.172,0.181,0.13,10159.0,https://www.vlr.gg/player/573/cned?timespan=all,0.989,0.995
alannn,NOVO Esports,0.996,201.863,1.033,132.956,0.705,0.73,0.24,0.106,0.114,2734.0,https://www.vlr.gg/player/23347/alannn?timespan=all,0.0,0.0
Buld,NOVO Esports,1.057,210.998,1.05,136.308,0.732,0.725,0.341,0.097,0.11,8449.0,https://www.vlr.gg/player/1155/buld?timespan=all,0.0,0.0
Insider,NOVO Esports,1.022,198.259,1.073,130.139,0.723,0.701,0.211,0.084,0.08,8496.0,https://www.vlr.gg/player/402/insider?timespan=all,0.0,0.0
Kamisseq,NOVO Esports,1.108,217.907,1.131,142.875,0.716,0.776,0.28,0.111,0.09,5235.0,https://www.vlr.gg/player/4519/kamisseq?timespan=all,0.0,0.0
Katu,NOVO Esports,1.12,228.22,1.154,150.154,0.73,0.799,0.272,0.125,0.105,8889.0,https://www.vlr.gg/player/3784/katu?timespan=all,0.0,0.0
iLka,NOVO Esports,0.499,122.954,0.479,86.295,0.432,0.398,0.138,0.046,0.092,65.0,https://www.vlr.gg/player/18241/ilka?timespan=all,0.0,0.0
Happen,Permitta Unicorns,1.071,203.198,1.051,135.911,0.735,0.704,0.33,0.071,0.07,7124.0,https://www.vlr.gg/player/2540/happen?timespan=all,0.0,0.0
guiih9,Grêmio Esports,0.903,178.414,0.867,118.957,0.677,0.62,0.275,0.071,0.1,4413.0,https://www.vlr.gg/player/1673/guiih9?timespan=all,0.0,0.0
Tiezzi,Grêmio Esports,1.064,237.324,1.109,154.662,0.707,0.834,0.186,0.181,0.164,1524.0,https://www.vlr.gg/player/37098/tiezzi?timespan=all,0.0,0.0
basic,Grêmio Esports,1.226,219.322,1.327,143.264,0.772,0.787,0.343,0.074,0.065,2517.0,https://www.vlr.gg/player/37354/basic?timespan=all,0.0,0.0
above,Grêmio Esports,1.163,222.831,1.191,147.734,0.711,0.81,0.3,0.1,0.066,528.0,https://www.vlr.gg/player/46568/above?timespan=all,0.0,0.0
peixeh,Grêmio Esports,1.064,206.254,1.042,136.596,0.726,0.709,0.34,0.096,0.093,2714.0,https://www.vlr.gg/player/37091/peixeh?timespan=all,0.0,0.0
lucks,Grêmio Esports,1.06,204.36,1.137,139.54,0.711,0.75,0.187,0.07,0.073,1273.0,https://www.vlr.gg/player/23832/lucks?timespan=all,0.0,0.0
depppx,Grêmio Esports,0.818,152.427,0.757,97.374,0.703,0.52,0.369,0.057,0.091,3957.0,https://www.vlr.gg/player/14933/depppx?timespan=all,0.0,0.0
Chadi,Ramboot Club,1.088,223.259,1.175,140.175,0.712,0.809,0.185,0.171,0.14,8153.0,https://www.vlr.gg/player/6925/chadi?timespan=all,0.0,0.0
Faska,Ramboot Club,1.002,204.843,0.993,136.858,0.704,0.707,0.277,0.101,0.097,2486.0,https://www.vlr.gg/player/24359/faska?timespan=all,0.0,0.0
kyrrz,Ramboot Club,1.082,210.115,1.145,133.639,0.73,0.743,0.254,0.122,0.103,5557.0,https://www.vlr.gg/player/2835/kyrrz?timespan=all,0.0,0.0
Rexs,Ramboot Club,1.014,205.941,1.017,133.337,0.717,0.725,0.308,0.089,0.088,4269.0,https://www.vlr.gg/player/4851/rexs?timespan=all,0.0,0.0
harambe,Ramboot Club,1.185,245.0,1.239,159.853,0.721,0.868,0.192,0.181,0.135,1822.0,https://www.vlr.gg/player/24428/harambe?timespan=all,0.0,0.0
seven,TSM,1.109,230.949,1.172,147.153,0.734,0.808,0.232,0.137,0.118,12616.0,https://www.vlr.gg/player/8376/seven?timespan=all,0.904,0.919
gMd,TSM,1.073,211.723,1.111,137.103,0.74,0.754,0.344,0.081,0.086,13077.0,https://www.vlr.gg/player/64/gmd?timespan=all,0.907,0.93
sym,TSM,1.042,241.859,1.097,157.185,0.691,0.844,0.182,0.206,0.179,9831.0,https://www.vlr.gg/player/3702/sym?timespan=all,0.938,0.956
Recoil,TSM,1.014,201.405,1.041,130.499,0.742,0.721,0.339,0.076,0.076,3323.0,https://www.vlr.gg/player/39602/recoil?timespan=all,0.745,0.948
wAvE,Asterisk,0.997,196.46,0.992,126.302,0.721,0.701,0.299,0.096,0.11,841.0,https://www.vlr.gg/player/22054/wave?timespan=all,,
River,Asterisk,0.945,183.161,0.892,121.039,0.69,0.64,0.302,0.055,0.066,538.0,https://www.vlr.gg/player/43398/river?timespan=all,,
YasH,Asterisk,0.955,232.408,0.986,150.259,0.691,0.791,0.183,0.194,0.178,1029.0,https://www.vlr.gg/player/43389/yash?timespan=all,,
rinsat,Asterisk,0.979,228.059,0.942,151.774,0.679,0.796,0.31,0.104,0.115,291.0,https://www.vlr.gg/player/49570/rinsat?timespan=all,,
Icarus,Asterisk,1.014,194.682,1.043,133.528,0.695,0.695,0.177,0.078,0.076,1288.0,https://www.vlr.gg/player/27755/icarus?timespan=all,,
Bak1,OCU,1.065,215.756,1.068,134.218,0.747,0.761,0.335,0.121,0.093,400.0,https://www.vlr.gg/player/27496/bak1?timespan=all,0.0,0.0
QiaoEn,OCU,1.02,225.774,1.031,146.741,0.669,0.79,0.295,0.113,0.105,106.0,https://www.vlr.gg/player/42918/qiaoen?timespan=all,0.0,0.0
YungEn,OCU,0.875,170.234,0.81,110.708,0.676,0.607,0.343,0.062,0.068,594.0,https://www.vlr.gg/player/12939/yungen?timespan=all,0.0,0.0
SumeeLunai,OCU,0.935,181.103,0.97,122.016,0.689,0.672,0.261,0.087,0.053,58.0,https://www.vlr.gg/player/49931/sumeelunai?timespan=all,0.0,0.0
aimbot,OCU,0.919,203.302,0.808,131.174,0.691,0.673,0.258,0.206,0.138,58.0,https://www.vlr.gg/player/49932/aimbot?timespan=all,0.0,0.0
HanJi,OCU,1.38,283.5,1.33,191.0,0.71,1.0,0.21,0.1,0.06,48.0,https://www.vlr.gg/player/42983/hanji?timespan=all,0.0,0.0
FYRR73,把牛變成鱒魚,0.988,187.972,0.94,123.392,0.729,0.629,0.426,0.051,0.067,963.0,https://www.vlr.gg/player/34160/fyrr73?timespan=all,0.0,0.0
YanLi,把牛變成鱒魚,1.095,197.438,1.094,131.04,0.758,0.687,0.433,0.082,0.072,2032.0,https://www.vlr.gg/player/37673/yanli?timespan=all,0.0,0.0
Ra1ny,把牛變成鱒魚,1.026,196.645,1.13,126.303,0.742,0.699,0.368,0.072,0.061,7119.0,https://www.vlr.gg/player/1906/ra1ny?timespan=all,0.0,0.0
桃園奈々生,把牛變成鱒魚,0.871,196.843,0.907,129.58,0.728,0.684,0.208,0.195,0.214,202.0,https://www.vlr.gg/player/49989/?timespan=all,0.0,0.0
ChiaWei,把牛變成鱒魚,1.201,227.69,1.338,146.585,0.766,0.82,0.292,0.11,0.093,2338.0,https://www.vlr.gg/player/14928/chiawei?timespan=all,0.0,0.0
GoodSon,把牛變成鱒魚,1.99,398.0,2.39,261.4,0.81,1.34,0.25,0.38,0.06,32.0,https://www.vlr.gg/player/49988/goodson?timespan=all,0.0,0.0
SiuFatBB,Wolves Esports,1.155,210.529,1.167,140.945,0.745,0.755,0.248,0.12,0.1,5080.0,https://www.vlr.gg/player/7849/siufatbb?timespan=all,0.989,0.943
Yuicaw,Wolves Esports,1.061,222.867,1.143,143.895,0.692,0.792,0.203,0.14,0.134,5930.0,https://www.vlr.gg/player/11218/yuicaw?timespan=all,0.999,1.0
Spring,Wolves Esports,1.179,247.054,1.19,160.675,0.735,0.85,0.245,0.155,0.128,6465.0,https://www.vlr.gg/player/14125/spring?timespan=all,1.0,1.0
Lysoar,Wolves Esports,0.928,202.535,1.082,122.23,0.715,0.707,0.246,0.074,0.079,4211.0,https://www.vlr.gg/player/37489/lysoar?timespan=all,0.999,0.996
Juicy,Wolves Esports,1.147,243.56,1.262,156.009,0.743,0.858,0.213,0.171,0.138,6502.0,https://www.vlr.gg/player/7426/juicy?timespan=all,0.99,0.944
V1yA,Wolves Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/45104/v1ya?timespan=all,1.0,1.0
iNaz,DRAGONS,0.893,177.686,0.869,121.612,0.643,0.632,0.205,0.09,0.095,1520.0,https://www.vlr.gg/player/44546/inaz?timespan=all,0.955,0.813
AL7B,DRAGONS,1.032,203.131,0.99,133.28,0.705,0.718,0.331,0.09,0.081,2748.0,https://www.vlr.gg/player/36073/al7b?timespan=all,0.955,0.815
k1Ng,DRAGONS,1.1,223.561,1.122,147.867,0.729,0.778,0.293,0.102,0.091,7091.0,https://www.vlr.gg/player/17648/k1ng?timespan=all,0.962,0.832
Rayy,DRAGONS,0.92,182.129,0.858,123.067,0.689,0.63,0.319,0.061,0.072,3338.0,https://www.vlr.gg/player/27313/rayy?timespan=all,0.955,0.814
Psilence,DRAGONS,0.925,215.744,0.943,140.549,0.668,0.737,0.195,0.178,0.179,1979.0,https://www.vlr.gg/player/46250/psilence?timespan=all,0.0,0.0
Darwin,DRAGONS,0.858,175.31,0.799,114.916,0.703,0.59,0.357,0.064,0.083,1653.0,https://www.vlr.gg/player/35761/darwin?timespan=all,0.955,0.812
HyP,Mandatory,0.989,179.997,0.961,115.808,0.752,0.626,0.393,0.07,0.072,7421.0,https://www.vlr.gg/player/113/hyp?timespan=all,0.0,0.0
CyvOph,Mandatory,1.06,223.716,1.078,142.051,0.72,0.78,0.279,0.129,0.123,3052.0,https://www.vlr.gg/player/13258/cyvoph?timespan=all,0.0,0.0
Enzo,Mandatory,1.075,199.982,1.078,133.241,0.746,0.672,0.361,0.068,0.057,9897.0,https://www.vlr.gg/player/114/enzo?timespan=all,0.0,0.0
mikee,Mandatory,1.034,192.653,1.028,128.513,0.744,0.671,0.277,0.071,0.076,6543.0,https://www.vlr.gg/player/1284/mikee?timespan=all,0.0,0.0
keloqz,Mandatory,1.015,227.399,1.096,140.547,0.683,0.805,0.138,0.188,0.155,5414.0,https://www.vlr.gg/player/3582/keloqz?timespan=all,0.0,0.0
Shiki,Team Jeicchu,0.46,148.0,0.46,109.0,0.54,0.46,0.15,0.15,0.23,13.0,https://www.vlr.gg/player/50043/shiki?timespan=all,0.0,0.0
Calamari,Team Jeicchu,0.25,99.0,0.31,81.5,0.23,0.31,0.0,0.0,0.23,13.0,https://www.vlr.gg/player/50044/calamari?timespan=all,0.0,0.0
Boyu,Team Jeicchu,0.78,208.0,0.62,141.2,0.54,0.62,0.15,0.0,0.08,13.0,https://www.vlr.gg/player/50045/boyu?timespan=all,0.0,0.0
Shintaroux,Team Jeicchu,0.27,96.0,0.23,67.9,0.31,0.23,0.08,0.15,0.15,13.0,https://www.vlr.gg/player/50046/shintaroux?timespan=all,0.0,0.0
Jeicchu,Team Jeicchu,0.39,183.0,0.53,103.6,0.46,0.62,0.08,0.0,0.0,13.0,https://www.vlr.gg/player/50047/jeicchu?timespan=all,0.0,0.0
CombatBaby,IRIS,0.852,181.103,0.847,120.471,0.672,0.613,0.233,0.083,0.112,1161.0,https://www.vlr.gg/player/36827/combatbaby?timespan=all,0.0,0.0
Ruka,Team CombatBaby,0.666,163.92,0.669,109.588,0.601,0.559,0.22,0.18,0.16,50.0,https://www.vlr.gg/player/50060/ruka?timespan=all,0.0,0.0
syazren,Lucia Rankers,1.005,214.202,0.987,139.19,0.708,0.777,0.296,0.091,0.079,298.0,https://www.vlr.gg/player/43582/syazren?timespan=all,0.0,0.0
Rueii,Lucia Rankers,0.865,184.7,0.872,128.673,0.643,0.662,0.198,0.053,0.112,192.0,https://www.vlr.gg/player/42384/rueii?timespan=all,0.0,0.0
KAKUJA,Team CombatBaby,1.342,269.58,1.354,177.564,0.788,0.919,0.405,0.113,0.043,168.0,https://www.vlr.gg/player/27074/kakuja?timespan=all,0.0,0.0
OLDERGREG,BITEKI,0.937,158.719,0.855,108.61,0.705,0.56,0.301,0.051,0.055,186.0,https://www.vlr.gg/player/49676/oldergreg?timespan=all,,
Jiggy,BITEKI,1.044,194.274,0.988,125.06,0.741,0.682,0.406,0.091,0.084,304.0,https://www.vlr.gg/player/48709/jiggy?timespan=all,0.955,0.76
Spirit,BITEKI,1.04,219.914,1.047,144.744,0.67,0.77,0.214,0.115,0.11,519.0,https://www.vlr.gg/player/33053/spirit?timespan=all,0.955,0.76
SplatGun,BITEKI,1.054,202.111,1.01,134.62,0.721,0.702,0.359,0.07,0.089,771.0,https://www.vlr.gg/player/45980/splatgun?timespan=all,0.955,0.76
Jacyn,BITEKI,0.945,211.924,0.956,138.461,0.699,0.737,0.246,0.114,0.139,771.0,https://www.vlr.gg/player/45979/jacyn?timespan=all,0.955,0.76
